Seg,Point,ID,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1,LocalDir2,Force2,Disp2,Gap2,LocalDir3,Force3,Disp3,Gap3,Stiffness,Friction,ColdLoad,CoordX,CoordY,CoordZ
A,A00,A00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-95,11,95,-0.161,0,0.06,0.172,down,95,0,0,left,11,0.06,0.06,forw,0,0.161,0,10000000000,0.3,0,-302.71,29.44,7.2
A,A00,A00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,-97,10,98,-0.161,0,0.06,0.172,down,97,0,0,left,10,0.06,0.06,forw,1,0.161,0,10000000000,0.3,0,-302.71,29.44,7.2
A,A00,A00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,102,20,104,0.171,0,0.06,0.181,down,102,0,0,left,20,0.06,0.06,back,1,0.171,0,10000000000,0.3,0,-302.71,29.44,7.2
A,A00,A00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,112,15,113,0.322,0,0.06,0.327,down,112,0,0,left,15,0.06,0.06,back,1,0.322,0,10000000000,0.3,0,-302.71,29.44,7.2
A,A00,A00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,113,24,116,0.326,0,0.06,0.331,down,113,0,0,left,24,0.06,0.06,back,1,0.326,0,10000000000,0.3,0,-302.71,29.44,7.2
B,B00,B00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-95,12,96,0.152,0,0.06,0.164,down,95,0,0,rght,12,0.06,0.06,forw,0,0.152,0,10000000000,0.3,0,-236.55,29.3,7.2
B,B00,B00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,2,-98,11,99,0.152,0,0.06,0.164,down,98,0,0,rght,11,0.06,0.06,forw,2,0.152,0,10000000000,0.3,0,-236.55,29.3,7.2
B,B00,B00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,2,102,20,104,0.161,0,0.06,0.172,down,102,0,0,left,20,0.06,0.06,back,2,0.161,0,10000000000,0.3,0,-236.55,29.3,7.2
B,B00,B00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,2,113,16,114,0.324,0,0.06,0.329,down,113,0,0,left,16,0.06,0.06,back,2,0.324,0,10000000000,0.3,0,-236.55,29.3,7.2
B,B00,B00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,2,114,25,117,0.328,0,0.06,0.333,down,114,0,0,left,25,0.06,0.06,back,2,0.328,0,10000000000,0.3,0,-236.55,29.3,7.2
C,C00,C00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-95,11,95,0.159,0,0.06,0.17,down,95,0,0,rght,11,0.06,0.06,forw,0,0.159,0,10000000000,0.3,0,-181.34,29.3,7.2
C,C00,C00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,1,-97,10,98,0.159,0,0.06,0.17,down,97,0,0,rght,10,0.06,0.06,forw,1,0.159,0,10000000000,0.3,0,-181.34,29.3,7.2
C,C00,C00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,102,20,104,0.169,0,0.06,0.179,down,102,0,0,left,20,0.06,0.06,back,1,0.169,0,10000000000,0.3,0,-181.34,29.3,7.2
C,C00,C00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,112,15,113,0.317,0,0.06,0.323,down,112,0,0,left,15,0.06,0.06,back,1,0.317,0,10000000000,0.3,0,-181.34,29.3,7.2
C,C00,C00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,113,24,115,0.321,0,0.06,0.327,down,113,0,0,left,24,0.06,0.06,back,1,0.321,0,10000000000,0.3,0,-181.34,29.3,7.2
D,D00,D00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-93,13,93,0.293,0,0.06,0.299,down,93,0,0,rght,13,0.06,0.06,forw,0,0.293,0,10000000000,0.3,0,-132.18,29.3,7.2
D,D00,D00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,1,-95,12,96,0.293,0,0.06,0.299,down,95,0,0,rght,12,0.06,0.06,forw,1,0.293,0,10000000000,0.3,0,-132.18,29.3,7.2
D,D00,D00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,100,22,102,0.308,0,0.06,0.313,down,100,0,0,left,22,0.06,0.06,back,1,0.308,0,10000000000,0.3,0,-132.18,29.3,7.2
D,D00,D00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,111,17,112,0.515,0,0.06,0.518,down,111,0,0,left,17,0.06,0.06,back,1,0.515,0,10000000000,0.3,0,-132.18,29.3,7.2
D,D00,D00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,112,26,115,0.519,0,0.06,0.522,down,112,0,0,left,26,0.06,0.06,back,1,0.519,0,10000000000,0.3,0,-132.18,29.3,7.2
E,E00,E00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-95,11,95,-0.161,0,0.06,0.171,down,95,0,0,left,11,0.06,0.06,forw,0,0.161,0,10000000000,0.3,0,-101.23,29.3,7.2
E,E00,E00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,-97,10,98,-0.161,0,0.06,0.171,down,97,0,0,left,10,0.06,0.06,forw,1,0.161,0,10000000000,0.3,0,-101.23,29.3,7.2
E,E00,E00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,102,20,104,0.17,0,0.06,0.18,down,102,0,0,left,20,0.06,0.06,back,1,0.17,0,10000000000,0.3,0,-101.23,29.3,7.2
E,E00,E00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,112,15,113,0.32,0,0.06,0.326,down,112,0,0,left,15,0.06,0.06,back,1,0.32,0,10000000000,0.3,0,-101.23,29.3,7.2
E,E00,E00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,113,24,116,0.325,0,0.06,0.33,down,113,0,0,left,24,0.06,0.06,back,1,0.325,0,10000000000,0.3,0,-101.23,29.3,7.2
F,F00,F00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-95,11,95,-0.161,0,0.06,0.171,down,95,0,0,left,11,0.06,0.06,forw,0,0.161,0,10000000000,0.3,0,-93.22,29.3,7.2
F,F00,F00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,-97,10,98,-0.161,0,0.06,0.171,down,97,0,0,left,10,0.06,0.06,forw,1,0.161,0,10000000000,0.3,0,-93.22,29.3,7.2
F,F00,F00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,102,20,104,0.17,0,0.06,0.18,down,102,0,0,left,20,0.06,0.06,back,1,0.17,0,10000000000,0.3,0,-93.22,29.3,7.2
F,F00,F00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,112,15,113,0.32,0,0.06,0.326,down,112,0,0,left,15,0.06,0.06,back,1,0.32,0,10000000000,0.3,0,-93.22,29.3,7.2
F,F00,F00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,113,24,116,0.325,0,0.06,0.33,down,113,0,0,left,24,0.06,0.06,back,1,0.325,0,10000000000,0.3,0,-93.22,29.3,7.2
G,G00,G00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-99,-5,99,-0.271,0,-0.06,0.277,down,99,0,0,rght,5,0.06,0.06,forw,0,0.271,0,10000000000,0.3,0,-80.56,29.31,52.99
G,G00,G00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,0,-100,-5,100,-0.271,0,-0.06,0.277,down,100,0,0,rght,5,0.06,0.06,forw,0,0.271,0,10000000000,0.3,0,-80.56,29.31,52.99
G,G00,G00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,0,106,11,107,0.272,0,0.144,0.308,down,106,0,0,left,11,0.144,0.06,back,0,0.272,0,10000000000,0.3,0,-80.56,29.31,52.99
G,G00,G00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,0,104,5,104,0.28,0,0.06,0.286,down,104,0,0,left,5,0.06,0.06,back,0,0.28,0,10000000000,0.3,0,-80.56,29.31,52.99
G,G00,G00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,0,106,11,107,0.28,0,0.144,0.315,down,106,0,0,left,11,0.144,0.06,back,0,0.28,0,10000000000,0.3,0,-80.56,29.31,52.99
G,G00,G00  2,FOR ANALYSIS RESOLUTION ONLY,Line Stp,COLD,3,-21,0,0,21,-0.271,0,-0.06,0.277,forw,21,0.271,0.25,down,0,0,0,rght,0,0.06,0,1000,0,0,-80.56,29.31,52.99
G,G00,G00  2,FOR ANALYSIS RESOLUTION ONLY,Line Stp,OPERATING,3,-21,0,0,21,-0.271,0,-0.06,0.277,forw,21,0.271,0.25,down,0,0,0,rght,0,0.06,0,1000,0,0,-80.56,29.31,52.99
G,G00,G00  2,FOR ANALYSIS RESOLUTION ONLY,Line Stp,OPERATING + E/W SEISMIC,3,22,0,0,22,0.272,0,0.144,0.308,back,22,0.272,0.25,down,0,0,0,left,0,0.144,0,1000,0,0,-80.56,29.31,52.99
G,G00,G00  2,FOR ANALYSIS RESOLUTION ONLY,Line Stp,OPERATING + N/S SEISMIC,3,30,0,0,30,0.28,0,0.06,0.286,back,30,0.28,0.25,down,0,0,0,left,0,0.06,0,1000,0,0,-80.56,29.31,52.99
G,G00,G00  2,FOR ANALYSIS RESOLUTION ONLY,Line Stp,OPERATING + ALL SEISMIC,3,30,0,0,30,0.28,0,0.144,0.315,back,30,0.28,0.25,down,0,0,0,left,0,0.144,0,1000,0,0,-80.56,29.31,52.99
H,H00,H00  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-80,-6,81,-0.135,0,-0.06,0.147,down,80,0,0,rght,6,0.06,0.06,forw,0,0.135,0,10000000000,0.3,0,-87.43,29.31,52.99
H,H00,H00  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-2,-83,-5,83,-0.135,0,-0.06,0.147,down,83,0,0,rght,5,0.06,0.06,forw,2,0.135,0,10000000000,0.3,0,-87.43,29.31,52.99
H,H00,H00  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,2,86,14,87,0.149,0,0.102,0.18,down,86,0,0,left,14,0.102,0,back,2,0.149,0,10000000000,0.3,0,-87.43,29.31,52.99
H,H00,H00  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,2,94,9,94,0.247,0,0.06,0.254,down,94,0,0,left,9,0.06,0,back,2,0.247,0,10000000000,0.3,0,-87.43,29.31,52.99
H,H00,H00  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,2,94,17,95,0.256,0,0.102,0.276,down,94,0,0,left,17,0.102,0,back,2,0.256,0,10000000000,0.3,0,-87.43,29.31,52.99
I,I08,I08  1,,Rod Hgr,COLD,0,0,-25,0,25,0,0,0,0,down,25,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,6.31
I,I08,I08  1,,Rod Hgr,OPERATING,0,0,-7,0,7,0,0,-0.006,0.006,down,7,0,0,#NAME?,0,0.006,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,6.31
I,I08,I08  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,15,0,15,0.002,0,0.014,0.014,down,15,0,0,#NAME?,0,0.014,0,#NAME?,0,0.002,0,10000000000,0,0,-130.93,21.12,6.31
I,I08,I08  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,8,0,8,0.006,0,0.006,0.009,down,8,0,0,#NAME?,0,0.006,0,#NAME?,0,0.006,0,10000000000,0,0,-130.93,21.12,6.31
I,I08,I08  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,15,0,15,0.008,0,0.014,0.016,down,15,0,0,#NAME?,0,0.014,0,#NAME?,0,0.008,0,10000000000,0,0,-130.93,21.12,6.31
I,I09,I09  1,,Rod Hgr,COLD,0,0,-30,0,30,0,0,0,0,down,30,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,10.3
I,I09,I09  1,,Rod Hgr,OPERATING,0,0,-37,0,37,0,0,-0.015,0.015,down,37,0,0,#NAME?,0,0.015,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,10.3
I,I09,I09  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,39,0,39,0.002,0,0.023,0.023,down,39,0,0,#NAME?,0,0.023,0,#NAME?,0,0.002,0,10000000000,0,0,-130.93,21.12,10.3
I,I09,I09  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,38,0,38,0.02,0,0.015,0.025,down,38,0,0,#NAME?,0,0.015,0,#NAME?,0,0.02,0,10000000000,0,0,-130.93,21.12,10.3
I,I09,I09  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,39,0,39,0.022,0,0.023,0.032,down,39,0,0,#NAME?,0,0.023,0,#NAME?,0,0.022,0,10000000000,0,0,-130.93,21.12,10.3
I,I10,I10  1,,Rod Hgr,COLD,0,0,-30,0,30,0,0,0,0,down,30,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,14.3
I,I10,I10  1,,Rod Hgr,OPERATING,0,0,-28,0,28,0,0,-0.024,0.024,down,28,0,0,#NAME?,0,0.024,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,14.3
I,I10,I10  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,30,0,30,0.027,0,0.032,0.042,down,30,0,0,#NAME?,0,0.032,0,#NAME?,0,0.027,0,10000000000,0,0,-130.93,21.12,14.3
I,I10,I10  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,30,0,30,0.042,0,0.025,0.048,down,30,0,0,#NAME?,0,0.025,0,#NAME?,0,0.042,0,10000000000,0,0,-130.93,21.12,14.3
I,I10,I10  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,30,0,30,0.069,0,0.032,0.076,down,30,0,0,#NAME?,0,0.032,0,#NAME?,0,0.069,0,10000000000,0,0,-130.93,21.12,14.3
I,I11,I11  1,,Rod Hgr,COLD,0,0,-27,0,27,0,0,0,0,down,27,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  1,,Rod Hgr,OPERATING,0,0,-28,0,28,0,0,-0.034,0.034,down,28,0,0,#NAME?,0,0.034,0,#NAME?,0,0,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,30,0,30,0.091,0,0.042,0.1,down,30,0,0,#NAME?,0,0.042,0,#NAME?,0,0.091,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,29,0,29,0.091,0,0.034,0.097,down,29,0,0,#NAME?,0,0.034,0,#NAME?,0,0.091,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,31,0,31,0.182,0,0.042,0.187,down,31,0,0,#NAME?,0,0.042,0,#NAME?,0,0.182,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  2,ADDED N/S SEISMIC RESTRAINT,Inclined,COLD,0,0,0,0,0,0,0,0,0,forw,0,0,0.13,d-fr,0,0,0,l-fr,0,0,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  2,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING,0,0,0,0,0,0,0,-0.034,0.034,forw,0,0,0.13,d-fr,0,0,0,l-fr,0,0.034,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  2,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,0,2,0,0,2,0.091,0,0.042,0.1,back,2,0.091,0.13,d-fr,0,0,0,l-fr,0,0.042,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  2,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,0,27,0,0,27,0.091,0,0.034,0.097,back,27,0.091,0.13,d-fr,0,0,0,l-fr,0,0.034,0,10000000000,0,0,-130.93,21.12,18.41
I,I11,I11  2,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,0,29,0,0,29,0.182,0,0.042,0.187,back,29,0.182,0.13,d-fr,0,0,0,l-fr,0,0.042,0,10000000000,0,0,-130.93,21.12,18.41
I,I13,I13  1,,Rod Hgr,COLD,0,0,-20,0,20,0,0,0,0,down,20,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-131.42,21.12,20.92
I,I13,I13  1,,Rod Hgr,OPERATING,0,0,-20,0,20,0.001,0,-0.04,0.04,down,20,0,0,#NAME?,0,0.04,0,#NAME?,0,0.001,0,10000000000,0,0,-131.42,21.12,20.92
I,I13,I13  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,22,0,22,0.158,0,0.069,0.173,down,22,0,0,#NAME?,0,0.069,0,#NAME?,0,0.158,0,10000000000,0,0,-131.42,21.12,20.92
I,I13,I13  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,21,0,21,0.144,0,0.048,0.152,down,21,0,0,#NAME?,0,0.048,0,#NAME?,0,0.144,0,10000000000,0,0,-131.42,21.12,20.92
I,I13,I13  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,22,0,22,0.301,0,0.077,0.311,down,22,0,0,#NAME?,0,0.077,0,#NAME?,0,0.301,0,10000000000,0,0,-131.42,21.12,20.92
I,I14,I14  1,,Rod Hgr,COLD,0,0,-40,0,40,0,0,0,0,down,40,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-135.46,21.12,20.92
I,I14,I14  1,,Rod Hgr,OPERATING,0,0,-41,0,41,0.011,0,-0.04,0.041,down,41,0,0,#NAME?,0,0.04,0,#NAME?,0,0.011,0,10000000000,0,0,-135.46,21.12,20.92
I,I14,I14  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,42,0,42,0.168,0,0.276,0.323,down,42,0,0,#NAME?,0,0.276,0,#NAME?,0,0.168,0,10000000000,0,0,-135.46,21.12,20.92
I,I14,I14  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,42,0,42,0.153,0,0.1,0.183,down,42,0,0,#NAME?,0,0.1,0,#NAME?,0,0.153,0,10000000000,0,0,-135.46,21.12,20.92
I,I14,I14  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,42,0,42,0.311,0,0.336,0.457,down,42,0,0,#NAME?,0,0.336,0,#NAME?,0,0.311,0,10000000000,0,0,-135.46,21.12,20.92
I,I15,I15  1,,Rod Hgr,COLD,0,0,-43,0,43,0,0,0,0,down,43,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-141.47,21.12,20.92
I,I15,I15  1,,Rod Hgr,OPERATING,0,0,-43,0,43,0.024,0,-0.04,0.046,down,43,0,0,#NAME?,0,0.04,0,#NAME?,0,0.024,0,10000000000,0,0,-141.47,21.12,20.92
I,I15,I15  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,44,0,44,0.182,0,0.55,0.579,down,44,0,0,#NAME?,0,0.55,0,#NAME?,0,0.182,0,10000000000,0,0,-141.47,21.12,20.92
I,I15,I15  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,44,0,44,0.167,0,0.147,0.222,down,44,0,0,#NAME?,0,0.147,0,#NAME?,0,0.167,0,10000000000,0,0,-141.47,21.12,20.92
I,I15,I15  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,44,0,44,0.325,0,0.657,0.733,down,44,0,0,#NAME?,0,0.657,0,#NAME?,0,0.325,0,10000000000,0,0,-141.47,21.12,20.92
I,I16,I16  1,,Rod Hgr,COLD,0,0,-47,0,47,0,0,0,0,down,47,0,0,#NAME?,0,0,0,#NAME?,0,0,0,10000000000,0,0,-147.48,21.12,20.92
I,I16,I16  1,,Rod Hgr,OPERATING,0,0,-48,0,48,0.038,0,-0.039,0.055,down,48,0,0,#NAME?,0,0.039,0,#NAME?,0,0.038,0,10000000000,0,0,-147.48,21.12,20.92
I,I16,I16  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,49,0,49,0.195,0,0.682,0.71,down,49,0,0,#NAME?,0,0.682,0,#NAME?,0,0.195,0,10000000000,0,0,-147.48,21.12,20.92
I,I16,I16  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,51,0,51,0.181,0,0.166,0.246,down,51,0,0,#NAME?,0,0.166,0,#NAME?,0,0.181,0,10000000000,0,0,-147.48,21.12,20.92
I,I16,I16  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,51,0,51,0.338,0,0.808,0.876,down,51,0,0,#NAME?,0,0.808,0,#NAME?,0,0.338,0,10000000000,0,0,-147.48,21.12,20.92
I,I19,I19  1,,Rod Hgr,COLD,0,0,-56,0,56,-0.001,0,0.001,0.001,down,56,0,0,#NAME?,0,0.001,0,#NAME?,0,0.001,0,10000000000,0,0,-153.13,19.79,20.92
I,I19,I19  1,,Rod Hgr,OPERATING,0,0,-55,0,55,0.051,0,-0.039,0.065,down,55,0,0,#NAME?,0,0.039,0,#NAME?,0,0.051,0,10000000000,0,0,-153.13,19.79,20.92
I,I19,I19  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,57,0,57,0.208,0,0.527,0.567,down,57,0,0,#NAME?,0,0.527,0,#NAME?,0,0.208,0,10000000000,0,0,-153.13,19.79,20.92
I,I19,I19  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,59,0,59,0.197,0,0.156,0.251,down,59,0,0,#NAME?,0,0.156,0,#NAME?,0,0.197,0,10000000000,0,0,-153.13,19.79,20.92
I,I19,I19  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,59,0,59,0.354,0,0.644,0.735,down,59,0,0,#NAME?,0,0.644,0,#NAME?,0,0.354,0,10000000000,0,0,-153.13,19.79,20.92
I,I20,I20  1,,Rod Hgr,COLD,0,0,-25,0,25,-0.001,0,0.001,0.001,down,25,0,0,#NAME?,0,0.001,0,#NAME?,0,0.001,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  1,,Rod Hgr,OPERATING,0,0,-25,0,25,0.066,0,-0.039,0.077,down,25,0,0,#NAME?,0,0.039,0,#NAME?,0,0.066,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,26,0,26,0.223,0,0.13,0.258,down,26,0,0,#NAME?,0,0.13,0,#NAME?,0,0.223,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,27,0,27,0.212,0,0.13,0.248,down,27,0,0,#NAME?,0,0.13,0,#NAME?,0,0.212,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,27,0,27,0.369,0,0.22,0.43,down,27,0,0,#NAME?,0,0.22,0,#NAME?,0,0.369,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  2,ADDED E/W SEISMIC RESTRAINT,Inclined,COLD,0,0,0,0,0,-0.001,0,0.001,0.001,forw,0,0.001,0.13,d-fr,0,0.001,0,l-fr,0,0,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING,0,0,0,0,0,0.066,0,-0.039,0.077,back,0,0.039,0.13,u-fr,0,0.066,0,l-fr,0,0,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,0,0,0,9,9,0.223,0,0.13,0.258,back,9,0.13,0.13,d-fr,0,0.223,0,l-fr,0,0,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,0,0,0,0,0,0.212,0,0.13,0.248,back,0,0.13,0.13,d-fr,0,0.212,0,l-fr,0,0,0,10000000000,0,0,-159.46,19.79,20.92
I,I20,I20  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,0,0,0,9,9,0.369,0,0.22,0.43,back,9,0.22,0.13,d-fr,0,0.369,0,l-fr,0,0,0,10000000000,0,0,-159.46,19.79,20.92
J,J09,J09  1,,Rod Hgr,COLD,0,0,-46,0,46,-0.001,0,-0.003,0.003,down,46,0,0,#NAME?,0,0.003,0,#NAME?,0,0.001,0,10000000000,0,0,-299.26,20.99,3.65
J,J09,J09  1,,Rod Hgr,OPERATING,0,0,-44,0,44,-0.015,0,-0.002,0.015,down,44,0,0,#NAME?,0,0.002,0,#NAME?,0,0.015,0,10000000000,0,0,-299.26,20.99,3.65
J,J09,J09  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,47,0,47,0.045,0,0.409,0.412,down,47,0,0,#NAME?,0,0.409,0,#NAME?,0,0.045,0,10000000000,0,0,-299.26,20.99,3.65
J,J09,J09  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,47,0,47,0.02,0,0.034,0.039,down,47,0,0,#NAME?,0,0.034,0,#NAME?,0,0.02,0,10000000000,0,0,-299.26,20.99,3.65
J,J09,J09  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,48,0,48,0.049,0,0.441,0.444,down,48,0,0,#NAME?,0,0.441,0,#NAME?,0,0.049,0,10000000000,0,0,-299.26,20.99,3.65
J,J11,J11  1,,Rod Hgr,COLD,0,0,-15,0,15,0.003,0,-0.005,0.006,down,15,0,0,#NAME?,0,0.005,0,#NAME?,0,0.003,0,10000000000,0,0,-298,20.99,5.88
J,J11,J11  1,,Rod Hgr,OPERATING,0,0,-16,0,16,-0.013,0,-0.01,0.016,down,16,0,0,#NAME?,0,0.01,0,#NAME?,0,0.013,0,10000000000,0,0,-298,20.99,5.88
J,J11,J11  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,17,0,17,0.044,0,0.494,0.496,down,17,0,0,#NAME?,0,0.494,0,#NAME?,0,0.044,0,10000000000,0,0,-298,20.99,5.88
J,J11,J11  1,,Rod Hgr,OPERATING + N/S SEISMIC,0,0,18,0,18,0.062,0,0.058,0.085,down,18,0,0,#NAME?,0,0.058,0,#NAME?,0,0.062,0,10000000000,0,0,-298,20.99,5.88
J,J11,J11  1,,Rod Hgr,OPERATING + ALL SEISMIC,0,0,18,0,18,0.093,0,0.542,0.55,down,18,0,0,#NAME?,0,0.542,0,#NAME?,0,0.093,0,10000000000,0,0,-298,20.99,5.88
J,J12,J12  1,,Rod Hgr,COLD,0,0,-30,0,30,0.011,0,-0.005,0.012,down,30,0,0,#NAME?,0,0.005,0,#NAME?,0,0.011,0,10000000000,0,0,-298,20.99,9.88
J,J12,J12  1,,Rod Hgr,OPERATING,0,0,-29,0,29,-0.005,0,-0.019,0.019,down,29,0,0,#NAME?,0,0.019,0,#NAME?,0,0.005,0,10000000000,0,0,-298,20.99,9.88
J,J12,J12  1,,Rod Hgr,OPERATING + E/W SEISMIC,0,0,31,0,31,0.089,0,0.503,0.511,down,31,0,0,#NAME?,0,0.503,0,#NAME?,0,0.089,0,10000000000,0,0,-298,20.99,9.88
