CombinationOrder,Seg,Point,ID,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1,LocalDir2,Force2,Disp2,Gap2,LocalDir3,Force3,Disp3,Gap3,Stiffness,Friction,ColdLoad,CoordX,CoordY,CoordZ
17,AE,AE12,AE12 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,23,0,23,0.041,0,0.414,0.416,down,23,0,0,#NAME?,0,0.414,0,#NAME?,0,0.041,0,10000000000,0,0,-95.49,18.16,46.08
18,AE,AE12,AE12 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,39,0,39,0.179,0.004,0.185,0.257,down,39,0.004,0,#NAME?,0,0.185,0,#NAME?,0,0.179,0,10000000000,0,0,-95.49,18.16,46.08
19,AE,AE12,AE12 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,52,0,52,0.185,0.004,0.452,0.488,down,52,0.004,0,#NAME?,0,0.452,0,#NAME?,0,0.185,0,10000000000,0,0,-95.49,18.16,46.08
15,AE,AE13,AE13 1,,Rod Hgr,COLD,4,0,-145,0,145,-0.04,0,-0.074,0.084,down,145,0,0,#NAME?,0,0.074,0,#NAME?,0,0.04,0,10000000000,0,0,-95.49,18.16,51.07
16,AE,AE13,AE13 1,,Rod Hgr,OPERATING,4,0,-246,0,246,0.011,0,-0.153,0.153,down,246,0,0,#NAME?,0,0.153,0,#NAME?,0,0.011,0,10000000000,0,0,-95.49,18.16,51.07
17,AE,AE13,AE13 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,263,0,263,0.042,0,0.423,0.425,down,263,0,0,#NAME?,0,0.423,0,#NAME?,0,0.042,0,10000000000,0,0,-95.49,18.16,51.07
18,AE,AE13,AE13 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,437,0,437,0.135,0,0.193,0.235,down,437,0,0,#NAME?,0,0.193,0,#NAME?,0,0.135,0,10000000000,0,0,-95.49,18.16,51.07
19,AE,AE13,AE13 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,448,0,448,0.161,0,0.461,0.488,down,448,0,0,#NAME?,0,0.461,0,#NAME?,0,0.161,0,10000000000,0,0,-95.49,18.16,51.07
15,AE,AE13,AE13 2,ADDED N/W SEISMIC RESTRAINT,Inclined,COLD,4,0,0,0,0,-0.04,0,-0.074,0.084,back,0,0.04,0.13,d-fr,0,0,0,l-fr,0,0.074,0,10000000000,0,0,-95.49,18.16,51.07
16,AE,AE13,AE13 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING,4,0,0,0,0,0.011,0,-0.153,0.153,forw,0,0.011,0.13,d-fr,0,0,0,l-fr,0,0.153,0,10000000000,0,0,-95.49,18.16,51.07
17,AE,AE13,AE13 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,4,0,0,0,0,0.042,0,0.423,0.425,back,0,0.042,0.13,d-fr,0,0,0,l-fr,0,0.423,0,10000000000,0,0,-95.49,18.16,51.07
18,AE,AE13,AE13 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,4,102,0,0,102,0.135,0,0.193,0.235,back,102,0.135,0.13,d-fr,0,0,0,l-fr,0,0.193,0,10000000000,0,0,-95.49,18.16,51.07
19,AE,AE13,AE13 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,4,102,0,0,102,0.161,0,0.461,0.488,back,102,0.161,0.13,d-fr,0,0,0,l-fr,0,0.461,0,10000000000,0,0,-95.49,18.16,51.07
15,AE,AE16,AE16 1,,Rod Hgr,COLD,4,0,-162,0,162,-0.035,0,-0.076,0.084,down,162,0,0,#NAME?,0,0.076,0,#NAME?,0,0.035,0,10000000000,0,0,-93.55,12.3,52.99
16,AE,AE16,AE16 1,,Rod Hgr,OPERATING,4,0,-64,0,64,-0.014,0,-0.149,0.15,down,64,0,0,#NAME?,0,0.149,0,#NAME?,0,0.014,0,10000000000,0,0,-93.55,12.3,52.99
17,AE,AE16,AE16 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,95,0,95,0.05,0,0.4,0.403,down,95,0,0,#NAME?,0,0.4,0,#NAME?,0,0.05,0,10000000000,0,0,-93.55,12.3,52.99
18,AE,AE16,AE16 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,176,0,176,0.281,0,0.159,0.323,down,176,0,0,#NAME?,0,0.159,0,#NAME?,0,0.281,0,10000000000,0,0,-93.55,12.3,52.99
19,AE,AE16,AE16 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,202,0,202,0.311,0,0.407,0.513,down,202,0,0,#NAME?,0,0.407,0,#NAME?,0,0.311,0,10000000000,0,0,-93.55,12.3,52.99
15,AE,AE17,AE17 1,,Rod Hgr,COLD,4,0,-194,0,194,-0.035,0,-0.053,0.064,down,194,0,0,#NAME?,0,0.053,0,#NAME?,0,0.035,0,10000000000,0,0,-85.53,12.3,52.99
16,AE,AE17,AE17 1,,Rod Hgr,OPERATING,4,0,-305,0,305,-0.028,0,-0.093,0.097,down,305,0,0,#NAME?,0,0.093,0,#NAME?,0,0.028,0,10000000000,0,0,-85.53,12.3,52.99
17,AE,AE17,AE17 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,329,0,329,0.063,0,0.395,0.4,down,329,0,0,#NAME?,0,0.395,0,#NAME?,0,0.063,0,10000000000,0,0,-85.53,12.3,52.99
18,AE,AE17,AE17 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,403,0,403,0.294,0,0.129,0.321,down,403,0,0,#NAME?,0,0.129,0,#NAME?,0,0.294,0,10000000000,0,0,-85.53,12.3,52.99
19,AE,AE17,AE17 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,421,0,421,0.325,0,0.431,0.539,down,421,0,0,#NAME?,0,0.431,0,#NAME?,0,0.325,0,10000000000,0,0,-85.53,12.3,52.99
15,AE,AE21,AE21 1,,Rod Hgr,COLD,3,0,-55,0,55,-0.035,0,-0.039,0.052,down,55,0,0,#NAME?,0,0.039,0,#NAME?,0,0.035,0,10000000000,0,0,-80.41,12.34,52.99
16,AE,AE21,AE21 1,,Rod Hgr,OPERATING,3,0,-182,0,182,-0.036,0,-0.063,0.073,down,182,0,0,#NAME?,0,0.063,0,#NAME?,0,0.036,0,10000000000,0,0,-80.41,12.34,52.99
17,AE,AE21,AE21 1,,Rod Hgr,OPERATING + E/W SEISMIC,3,0,187,0,187,0.072,0,0.4,0.407,down,187,0,0,#NAME?,0,0.4,0,#NAME?,0,0.072,0,10000000000,0,0,-80.41,12.34,52.99
18,AE,AE21,AE21 1,,Rod Hgr,OPERATING + N/S SEISMIC,3,0,207,0,207,0.303,0,0.117,0.325,down,207,0,0,#NAME?,0,0.117,0,#NAME?,0,0.303,0,10000000000,0,0,-80.41,12.34,52.99
19,AE,AE21,AE21 1,,Rod Hgr,OPERATING + ALL SEISMIC,3,0,210,0,210,0.334,0,0.454,0.563,down,210,0,0,#NAME?,0,0.454,0,#NAME?,0,0.334,0,10000000000,0,0,-80.41,12.34,52.99
15,AE,AE27,AE27 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-253,0,253,-0.043,0,-0.037,0.057,down,253,0,0,rght,0,0.037,0.06,forw,0,0.043,0,10000000000,0.3,0,-78.61,5.31,52.99
16,AE,AE27,AE27 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-23,-133,5,135,-0.043,0,-0.037,0.057,down,133,0,0,left,5,-0.037,0.06,forw,23,0.043,0,10000000000,0.3,0,-78.61,5.31,52.99
17,AE,AE27,AE27 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,23,144,30,148,0.079,0,0.107,0.133,down,144,0,0,left,30,0.107,0.06,back,23,0.079,0,10000000000,0.3,0,-78.61,5.31,52.99
18,AE,AE27,AE27 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,23,205,5,206,0.343,0,0.065,0.349,down,205,0,0,left,5,0.065,0.06,back,23,0.343,0,10000000000,0.3,0,-78.61,5.31,52.99
19,AE,AE27,AE27 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,23,206,30,209,0.374,0,0.133,0.397,down,206,0,0,left,30,0.133,0.06,back,23,0.374,0,10000000000,0.3,0,-78.61,5.31,52.99
15,AE,AE30,AE30 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-7,0,7,-0.043,0,-0.043,0.061,down,7,0,0,rght,0,0.043,0.06,forw,0,0.043,0,10000000000,0.3,0,-80.56,5.31,52.99
16,AE,AE30,AE30 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,11,-38,-4,39,-0.04,0,-0.044,0.059,down,38,0,0,rght,4,0.044,0.06,back,11,-0.04,0,10000000000,0.3,0,-80.56,5.31,52.99
17,AE,AE30,AE30 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,11,38,4,40,0.076,0,0.103,0.127,down,38,0,0,left,4,0.103,0.06,back,11,0.076,0,10000000000,0.3,0,-80.56,5.31,52.99
18,AE,AE30,AE30 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,11,73,4,74,0.34,0,0.065,0.346,down,73,0,0,left,4,0.065,0.06,back,11,0.34,0,10000000000,0.3,0,-80.56,5.31,52.99
19,AE,AE30,AE30 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,11,73,4,74,0.37,0,0.122,0.39,down,73,0,0,left,4,0.122,0.06,back,11,0.37,0,10000000000,0.3,0,-80.56,5.31,52.99
15,AF,AF05,AF05 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-131,0,131,-0.038,0,-0.055,0.067,down,131,0,0,rght,0,0.055,0.06,forw,0,0.038,0,10000000000,0.3,0,-85.48,5.31,52.99
16,AF,AF05,AF05 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,0,0,0,0,-0.023,0.01,-0.053,0.058,up,0,0.01,0.06,rght,0,0.053,0.06,forw,0,0.023,0,10000000000,0.3,0,-85.48,5.31,52.99
17,AF,AF05,AF05 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,0,17,30,35,0.059,0.01,0.134,0.147,down,17,0.01,0,left,30,0.134,0.06,back,0,0.059,0,10000000000,0.3,0,-85.48,5.31,52.99
18,AF,AF05,AF05 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,0,63,0,63,0.306,0.01,0.059,0.312,down,63,0.01,0,left,0,0.059,0.06,back,0,0.306,0,10000000000,0.3,0,-85.48,5.31,52.99
19,AF,AF05,AF05 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,0,75,30,81,0.337,0.01,0.139,0.365,down,75,0.01,0,left,30,0.139,0.06,back,0,0.337,0,10000000000,0.3,0,-85.48,5.31,52.99
15,AF,AF08,AF08 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-31,-1,31,-0.038,0,-0.06,0.071,down,31,0,0,rght,1,0.06,0.06,forw,0,0.038,0,10000000000,0.3,0,-87.43,5.31,52.99
16,AF,AF08,AF08 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,12,-35,-5,37,-0.02,0,-0.06,0.063,down,35,0,0,rght,5,0.06,0.06,back,12,-0.02,0,10000000000,0.3,0,-87.43,5.31,52.99
17,AF,AF08,AF08 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,12,39,6,41,0.056,0,0.126,0.138,down,39,0,0,left,6,0.126,0.06,back,12,0.056,0,10000000000,0.3,0,-87.43,5.31,52.99
18,AF,AF08,AF08 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,12,41,7,44,0.303,0,0.06,0.309,down,41,0,0,left,7,0.06,0.06,back,12,0.303,0,10000000000,0.3,0,-87.43,5.31,52.99
19,AF,AF08,AF08 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,12,44,7,46,0.334,0,0.126,0.357,down,44,0,0,left,7,0.126,0.06,back,12,0.334,0,10000000000,0.3,0,-87.43,5.31,52.99
