CombinationOrder,Seg,Point,ID,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1,LocalDir2,Force2,Disp2,Gap2,LocalDir3,Force3,Disp3,Gap3,Stiffness,Friction,ColdLoad,CoordX,CoordY,CoordZ
16,I,I38,I38  1,,Rod Hgr,OPERATING,12,0,-1288,0,1288,0.296,0,0.049,0.3,down,1288,0,0,#NAME?,0,0.049,0,#NAME?,0,0.296,0,10000000000,0,0,-237.63,9.11,14.5
17,I,I38,I38  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1419,0,1419,0.308,0,0.524,0.608,down,1419,0,0,#NAME?,0,0.524,0,#NAME?,0,0.308,0,10000000000,0,0,-237.63,9.11,14.5
18,I,I38,I38  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1337,0,1337,0.689,0,0.115,0.698,down,1337,0,0,#NAME?,0,0.115,0,#NAME?,0,0.689,0,10000000000,0,0,-237.63,9.11,14.5
19,I,I38,I38  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1420,0,1420,0.701,0,0.59,0.916,down,1420,0,0,#NAME?,0,0.59,0,#NAME?,0,0.701,0,10000000000,0,0,-237.63,9.11,14.5
15,I,I40,I40  1,,Rod Hgr,COLD,12,0,-1483,0,1483,0.025,0,0.035,0.044,down,1483,0,0,#NAME?,0,0.035,0,#NAME?,0,0.025,0,10000000000,0,0,-249.63,9.11,14.5
16,I,I40,I40  1,,Rod Hgr,OPERATING,12,0,-1483,0,1483,0.31,0,0.034,0.312,down,1483,0,0,#NAME?,0,0.034,0,#NAME?,0,0.31,0,10000000000,0,0,-249.63,9.11,14.5
17,I,I40,I40  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1557,0,1557,0.322,0,0.645,0.721,down,1557,0,0,#NAME?,0,0.645,0,#NAME?,0,0.322,0,10000000000,0,0,-249.63,9.11,14.5
18,I,I40,I40  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1540,0,1540,0.703,0,0.081,0.708,down,1540,0,0,#NAME?,0,0.081,0,#NAME?,0,0.703,0,10000000000,0,0,-249.63,9.11,14.5
19,I,I40,I40  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1559,0,1559,0.715,0,0.692,0.995,down,1559,0,0,#NAME?,0,0.692,0,#NAME?,0,0.715,0,10000000000,0,0,-249.63,9.11,14.5
15,I,I41,I41  1,,Rod Hgr,COLD,12,0,-1264,0,1264,0.025,0,0.023,0.034,down,1264,0,0,#NAME?,0,0.023,0,#NAME?,0,0.025,0,10000000000,0,0,-264.34,9.11,14.5
16,I,I41,I41  1,,Rod Hgr,OPERATING,12,0,-1264,0,1264,0.327,0,0.01,0.327,down,1264,0,0,#NAME?,0,0.01,0,#NAME?,0,0.327,0,10000000000,0,0,-264.34,9.11,14.5
17,I,I41,I41  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1315,0,1315,0.339,0,0.656,0.738,down,1315,0,0,#NAME?,0,0.656,0,#NAME?,0,0.339,0,10000000000,0,0,-264.34,9.11,14.5
18,I,I41,I41  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1312,0,1312,0.72,0,0.03,0.721,down,1312,0,0,#NAME?,0,0.03,0,#NAME?,0,0.72,0,10000000000,0,0,-264.34,9.11,14.5
19,I,I41,I41  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1316,0,1316,0.732,0,0.676,0.996,down,1316,0,0,#NAME?,0,0.676,0,#NAME?,0,0.732,0,10000000000,0,0,-264.34,9.11,14.5
15,I,I42,I42  1,,Rod Hgr,COLD,12,0,-1028,0,1028,0.025,0,0.016,0.03,down,1028,0,0,#NAME?,0,0.016,0,#NAME?,0,0.025,0,10000000000,0,0,-273.63,9.11,14.5
16,I,I42,I42  1,,Rod Hgr,OPERATING,12,0,-1029,0,1029,0.338,0,-0.005,0.338,down,1029,0,0,#NAME?,0,0.005,0,#NAME?,0,0.338,0,10000000000,0,0,-273.63,9.11,14.5
17,I,I42,I42  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1067,0,1067,0.35,0,0.574,0.673,down,1067,0,0,#NAME?,0,0.574,0,#NAME?,0,0.35,0,10000000000,0,0,-273.63,9.11,14.5
18,I,I42,I42  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1068,0,1068,0.731,0,0.007,0.731,down,1068,0,0,#NAME?,0,0.007,0,#NAME?,0,0.731,0,10000000000,0,0,-273.63,9.11,14.5
19,I,I42,I42  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1069,0,1069,0.743,0,0.576,0.94,down,1069,0,0,#NAME?,0,0.576,0,#NAME?,0,0.743,0,10000000000,0,0,-273.63,9.11,14.5
15,I,I43,I43  1,,Rod Hgr,COLD,12,0,-1165,0,1165,0.025,0,0.005,0.026,down,1165,0,0,#NAME?,0,0.005,0,#NAME?,0,0.025,0,10000000000,0,0,-285.63,9.11,14.5
16,I,I43,I43  1,,Rod Hgr,OPERATING,12,0,-1163,0,1163,0.352,0,-0.02,0.352,down,1163,0,0,#NAME?,0,0.02,0,#NAME?,0,0.352,0,10000000000,0,0,-285.63,9.11,14.5
17,I,I43,I43  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1210,0,1210,0.364,0,0.389,0.533,down,1210,0,0,#NAME?,0,0.389,0,#NAME?,0,0.364,0,10000000000,0,0,-285.63,9.11,14.5
18,I,I43,I43  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1211,0,1211,0.745,0,0.041,0.746,down,1211,0,0,#NAME?,0,0.041,0,#NAME?,0,0.745,0,10000000000,0,0,-285.63,9.11,14.5
19,I,I43,I43  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1215,0,1215,0.757,0,0.409,0.86,down,1215,0,0,#NAME?,0,0.409,0,#NAME?,0,0.757,0,10000000000,0,0,-285.63,9.11,14.5
15,I,I44,I44  1,,Rod Hgr,COLD,12,0,-1608,0,1608,0.025,0,-0.005,0.026,down,1608,0,0,#NAME?,0,0.005,0,#NAME?,0,0.025,0,10000000000,0,0,-297.63,9.11,14.5
16,I,I44,I44  1,,Rod Hgr,OPERATING,12,0,-1615,0,1615,0.366,0,-0.029,0.367,down,1615,0,0,#NAME?,0,0.029,0,#NAME?,0,0.366,0,10000000000,0,0,-297.63,9.11,14.5
17,I,I44,I44  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1702,0,1702,0.378,0,0.124,0.398,down,1702,0,0,#NAME?,0,0.124,0,#NAME?,0,0.378,0,10000000000,0,0,-297.63,9.11,14.5
18,I,I44,I44  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1689,0,1689,0.759,0,0.067,0.762,down,1689,0,0,#NAME?,0,0.067,0,#NAME?,0,0.759,0,10000000000,0,0,-297.63,9.11,14.5
19,I,I44,I44  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1716,0,1716,0.771,0,0.162,0.788,down,1716,0,0,#NAME?,0,0.162,0,#NAME?,0,0.771,0,10000000000,0,0,-297.63,9.11,14.5
15,I,I44,I44  2,ADDED E/W SEISMIC RESTRAINT,Inclined,COLD,12,0,0,0,0,0.025,0,-0.005,0.026,back,0,0.005,0.13,u-fr,0,0.025,0,l-fr,0,0,0,10000000000,0,0,-297.63,9.11,14.5
16,I,I44,I44  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING,12,0,0,0,0,0.366,0,-0.029,0.367,back,0,0.029,0.13,u-fr,0,0.366,0,l-fr,0,0,0,10000000000,0,0,-297.63,9.11,14.5
17,I,I44,I44  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,12,0,0,377,377,0.378,0,0.124,0.398,back,377,0.124,0.13,d-fr,0,0.378,0,l-fr,0,0,0,10000000000,0,0,-297.63,9.11,14.5
18,I,I44,I44  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,12,0,0,0,0,0.759,0,0.067,0.762,back,0,0.067,0.13,d-fr,0,0.759,0,l-fr,0,0,0,10000000000,0,0,-297.63,9.11,14.5
19,I,I44,I44  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,12,0,0,377,377,0.771,0,0.162,0.788,back,377,0.162,0.13,d-fr,0,0.771,0,l-fr,0,0,0,10000000000,0,0,-297.63,9.11,14.5
15,J,J11,J11  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-282,0,282,0.019,0,-0.001,0.019,down,282,0,0,left,0,0.001,0.06,forw,0,0.019,0,10000000000,0.3,0,-191.29,5.3,7.2
16,J,J11,J11  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,24,-239,14,241,0.019,0,-0.001,0.019,down,239,0,0,rght,14,-0.001,0.06,forw,24,0.019,0,10000000000,0.3,0,-191.29,5.3,7.2
17,J,J11,J11  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,24,250,24,253,0.116,0,0.045,0.124,down,250,0,0,left,24,0.045,0.06,back,24,0.116,0,10000000000,0.3,0,-191.29,5.3,7.2
18,J,J11,J11  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,24,263,19,265,0.777,0,0.044,0.778,down,263,0,0,left,19,0.044,0.06,back,24,0.777,0,10000000000,0.3,0,-191.29,5.3,7.2
19,J,J11,J11  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,24,264,28,266,0.872,0,0.086,0.876,down,264,0,0,left,28,0.086,0.06,back,24,0.872,0,10000000000,0.3,0,-191.29,5.3,7.2
15,J,J14,J14  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-5,0,5,0.019,0,-0.002,0.019,down,5,0,0,left,0,0.002,0.06,forw,0,0.019,0,10000000000,0.3,0,-189.18,5.3,7.2
16,J,J14,J14  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,-47,-14,49,0.016,0,-0.045,0.048,down,47,0,0,left,14,0.045,0.06,back,1,-0.016,0,10000000000,0.3,0,-189.18,5.3,7.2
17,J,J14,J14  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,47,27,54,0.112,0,0.09,0.144,down,47,0,0,left,27,0.09,0.06,back,1,0.112,0,10000000000,0.3,0,-189.18,5.3,7.2
18,J,J14,J14  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,56,14,58,0.773,0.042,0.079,0.778,down,56,0.042,0,left,14,0.079,0.06,back,1,0.773,0,10000000000,0.3,0,-189.18,5.3,7.2
19,J,J14,J14  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,56,27,62,0.868,0.042,0.122,0.878,down,56,0.042,0,left,27,0.122,0.06,back,1,0.868,0,10000000000,0.3,0,-189.18,5.3,7.2
15,K,K16,K16  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-178,0,178,-0.191,0,-0.06,0.2,down,178,0,0,rght,0,0.06,0.06,forw,0,0.191,0,10000000000,0.3,0,-300.19,2.29,7.19
16,K,K16,K16  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-70,-206,-34,221,-0.192,0,-0.06,0.201,down,206,0,0,rght,34,0.06,0.06,forw,70,0.192,0,10000000000,0.3,0,-300.19,2.29,7.19
17,K,K16,K16  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,70,222,45,237,0.377,0,0.148,0.405,down,222,0,0,left,45,0.148,0.06,back,70,0.377,0,10000000000,0.3,0,-300.19,2.29,7.19
18,K,K16,K16  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,70,246,34,258,0.79,0,0.121,0.799,down,246,0,0,left,34,0.121,0.06,back,70,0.79,0,10000000000,0.3,0,-300.19,2.29,7.19
19,K,K16,K16  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,70,255,45,268,0.974,0,0.205,0.995,down,255,0,0,left,45,0.205,0.06,back,70,0.974,0,10000000000,0.3,0,-300.19,2.29,7.19
15,K,K22,K22  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,37,0,37,-0.19,0.06,-0.058,0.208,up,37,0.06,0.06,rght,0,0.058,0.06,forw,0,0.19,0,10000000000,0.3,0,-302.62,2.29,7.19
16,K,K22,K22  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,1,51,15,53,-0.188,0.06,-0.028,0.199,up,51,0.06,0.06,left,15,-0.028,0.06,back,1,-0.188,0,10000000000,0.3,0,-302.62,2.29,7.19
17,K,K22,K22  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,55,15,57,0.373,0.06,0.055,0.382,down,55,0.06,0,left,15,0.055,0.06,back,1,0.373,0,10000000000,0.3,0,-302.62,2.29,7.19
18,K,K22,K22  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,67,15,68,0.786,0.06,0.032,0.789,down,67,0.06,0,left,15,0.032,0.06,back,1,0.786,0,10000000000,0.3,0,-302.62,2.29,7.19
19,K,K22,K22  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,69,15,71,0.97,0.06,0.055,0.974,down,69,0.06,0,left,15,0.055,0.06,back,1,0.97,0,10000000000,0.3,0,-302.62,2.29,7.19
15,L,L01,L01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-359,0,359,-0.129,0,-0.049,0.138,down,359,0,0,rght,0,0.049,0.06,forw,0,0.129,0,10000000000,0.3,0,-300.21,4.29,7.19
16,L,L01,L01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,123,-410,-13,428,-0.121,0,-0.05,0.131,down,410,0,0,rght,13,0.05,0.06,back,123,-0.121,0,10000000000,0.3,0,-300.21,4.29,7.19
17,L,L01,L01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,123,450,13,467,0.306,0,0.121,0.329,down,450,0,0,left,13,0.121,0.06,back,123,0.306,0,10000000000,0.3,0,-300.21,4.29,7.19
18,L,L01,L01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,123,432,13,449,0.712,0,0.098,0.719,down,432,0,0,left,13,0.098,0.06,back,123,0.712,0,10000000000,0.3,0,-300.21,4.29,7.19
19,L,L01,L01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,123,457,13,473,0.897,0,0.165,0.912,down,457,0,0,left,13,0.165,0.06,back,123,0.897,0,10000000000,0.3,0,-300.21,4.29,7.19
15,L,L02,L02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,77,0,77,-0.129,0.06,-0.047,0.15,up,77,0.06,0.06,rght,0,0.047,0.06,forw,0,0.129,0,10000000000,0.3,0,-302.53,4.29,7.19
16,L,L02,L02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,17,149,41,155,-0.118,0.06,-0.02,0.134,up,149,0.06,0.06,left,41,-0.02,0.06,back,17,-0.118,0,10000000000,0.3,0,-302.53,4.29,7.19
17,L,L02,L02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,17,160,41,167,0.304,0.06,0.034,0.311,down,160,0.06,0,left,41,0.034,0.06,back,17,0.304,0,10000000000,0.3,0,-302.53,4.29,7.19
18,L,L02,L02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,17,189,49,195,0.709,0.06,0.033,0.712,down,189,0.06,0,left,49,0.033,0.06,back,17,0.709,0,10000000000,0.3,0,-302.53,4.29,7.19
19,L,L02,L02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,17,196,49,203,0.894,0.06,0.043,0.897,down,196,0.06,0,left,49,0.043,0.06,back,17,0.894,0,10000000000,0.3,0,-302.53,4.29,7.19
15,M,M16,M16  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-180,0,180,0.257,0,-0.008,0.257,down,180,0,0,left,0,0.008,0.06,forw,0,0.257,0,10000000000,0.3,0,-239.07,2.16,7.19
16,M,M16,M16  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-11,-46,9,48,0.246,0,0,0.246,down,46,0,0,rght,9,0,0.06,back,11,-0.246,0,10000000000,0.3,0,-239.07,2.16,7.19
17,M,M16,M16  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,11,88,266,280,0.405,0,0.04,0.407,down,88,0,0,left,266,0.04,0.06,back,11,0.405,0,10000000000,0.3,0,-239.07,2.16,7.19
18,M,M16,M16  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,11,90,10,91,0.867,0,0.04,0.868,down,90,0,0,left,10,0.04,0.06,back,11,0.867,0,10000000000,0.3,0,-239.07,2.16,7.19
19,M,M16,M16  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,11,127,267,295,1.022,0,0.077,1.025,down,127,0,0,left,267,0.077,0.06,back,11,1.022,0,10000000000,0.3,0,-239.07,2.16,7.19
15,M,M22,M22  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,0.256,0.06,-0.001,0.263,up,38,0.06,0.06,left,0,0.001,0.06,forw,0,0.256,0,10000000000,0.3,0,-236.64,2.16,7.19
16,M,M22,M22  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-2,2,-6,6,0.243,0.06,-0.06,0.258,up,2,0.06,0.06,left,6,0.06,0.06,back,2,-0.243,0,10000000000,0.3,0,-236.64,2.16,7.19
17,M,M22,M22  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,2,14,38,41,0.402,0.06,0.104,0.419,down,14,0.06,0,left,38,0.104,0.06,back,2,0.402,0,10000000000,0.3,0,-236.64,2.16,7.19
18,M,M22,M22  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,2,19,6,20,0.864,0.06,0.101,0.872,down,19,0.06,0,left,6,0.101,0.06,back,2,0.864,0,10000000000,0.3,0,-236.64,2.16,7.19
19,M,M22,M22  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,2,30,38,49,1.019,0.06,0.142,1.031,down,30,0.06,0,left,38,0.142,0.06,back,2,1.019,0,10000000000,0.3,0,-236.64,2.16,7.19
15,N,N01,N01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-361,0,361,0.195,0,0.003,0.195,down,361,0,0,rght,0,0.003,0.06,forw,0,0.195,0,10000000000,0.3,0,-239.05,4.16,7.19
16,N,N01,N01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,58,-415,3,419,0.195,0,0.003,0.195,down,415,0,0,rght,3,0.003,0.06,forw,58,0.195,0,10000000000,0.3,0,-239.05,4.16,7.19
17,N,N01,N01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,58,528,541,758,0.349,0,0.045,0.352,down,528,0,0,left,541,0.045,0.06,back,58,0.349,0,10000000000,0.3,0,-239.05,4.16,7.19
18,N,N01,N01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,58,449,3,452,0.808,0,0.039,0.809,down,449,0,0,left,3,0.039,0.06,back,58,0.808,0,10000000000,0.3,0,-239.05,4.16,7.19
19,N,N01,N01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,58,546,541,771,0.959,0,0.08,0.963,down,546,0,0,left,541,0.08,0.06,back,58,0.959,0,10000000000,0.3,0,-239.05,4.16,7.19
15,N,N02,N02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,79,0,79,0.195,0.06,0.009,0.204,up,79,0.06,0.06,rght,0,0.009,0.06,forw,0,0.195,0,10000000000,0.3,0,-236.73,4.16,7.19
16,N,N02,N02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,0,32,-10,34,0.192,0.06,-0.057,0.209,up,32,0.06,0.06,left,10,0.057,0.06,back,0,-0.192,0,10000000000,0.3,0,-236.73,4.16,7.19
17,N,N02,N02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,0,68,50,84,0.346,0.06,0.107,0.367,down,68,0.06,0,left,50,0.107,0.06,back,0,0.346,0,10000000000,0.3,0,-236.73,4.16,7.19
18,N,N02,N02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,0,77,12,78,0.805,0.06,0.095,0.813,down,77,0.06,0,left,12,0.095,0.06,back,0,0.805,0,10000000000,0.3,0,-236.73,4.16,7.19
19,N,N02,N02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,0,108,52,120,0.957,0.06,0.143,0.969,down,108,0.06,0,left,52,0.143,0.06,back,0,0.957,0,10000000000,0.3,0,-236.73,4.16,7.19
15,O,O17,O17  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-179,0,179,-0.199,0,0.046,0.204,down,179,0,0,left,0,0.046,0.06,forw,0,0.199,0,10000000000,0.3,0,-98.71,2.16,7.19
16,O,O17,O17  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-42,-141,6,148,-0.2,0,0.046,0.205,down,141,0,0,left,6,0.046,0.06,forw,42,0.2,0,10000000000,0.3,0,-98.71,2.16,7.19
17,O,O17,O17  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,42,151,6,157,0.221,0,0.061,0.229,down,151,0,0,left,6,0.061,0.06,back,42,0.221,0,10000000000,0.3,0,-98.71,2.16,7.19
18,O,O17,O17  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,42,178,6,183,0.85,0,0.049,0.852,down,178,0,0,left,6,0.049,0.06,back,42,0.85,0,10000000000,0.3,0,-98.71,2.16,7.19
19,O,O17,O17  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,42,182,6,187,0.87,0,0.063,0.873,down,182,0,0,left,6,0.063,0.06,back,42,0.87,0,10000000000,0.3,0,-98.71,2.16,7.19
15,O,O23,O23  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,-0.198,0.06,0.048,0.213,up,38,0.06,0.06,left,0,0.048,0.06,forw,0,0.198,0,10000000000,0.3,0,-101.15,2.16,7.19
16,O,O23,O23  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,9,32,3,33,-0.197,0.06,0.049,0.211,up,32,0.06,0.06,left,3,0.049,0.06,back,9,-0.197,0,10000000000,0.3,0,-101.15,2.16,7.19
17,O,O23,O23  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,9,34,3,35,0.218,0.06,0.068,0.236,down,34,0.06,0,left,3,0.068,0.06,back,9,0.218,0,10000000000,0.3,0,-101.15,2.16,7.19
18,O,O23,O23  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,9,47,3,48,0.847,0.06,0.124,0.858,down,47,0.06,0,left,3,0.124,0.06,back,9,0.847,0,10000000000,0.3,0,-101.15,2.16,7.19
19,O,O23,O23  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,9,48,3,49,0.867,0.06,0.143,0.881,down,48,0.06,0,left,3,0.143,0.06,back,9,0.867,0,10000000000,0.3,0,-101.15,2.16,7.19
15,P,P01,P01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-359,0,359,-0.137,0,0.058,0.149,down,359,0,0,left,0,0.058,0.06,forw,0,0.137,0,10000000000,0.3,0,-98.73,4.16,7.19
16,P,P01,P01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,18,-411,-35,413,-0.137,0,0.058,0.148,down,411,0,0,rght,35,-0.058,0.06,back,18,-0.137,0,10000000000,0.3,0,-98.73,4.16,7.19
17,P,P01,P01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,18,434,70,440,0.158,0,0.059,0.168,down,434,0,0,left,70,0.059,0.06,back,18,0.158,0,10000000000,0.3,0,-98.73,4.16,7.19
18,P,P01,P01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,18,427,35,429,0.78,0,0.075,0.784,down,427,0,0,left,35,0.075,0.06,back,18,0.78,0,10000000000,0.3,0,-98.73,4.16,7.19
19,P,P01,P01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,18,435,70,441,0.801,0,0.077,0.804,down,435,0,0,left,70,0.077,0.06,back,18,0.801,0,10000000000,0.3,0,-98.73,4.16,7.19
15,P,P02,P02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,78,1,78,-0.137,0.06,0.06,0.161,up,78,0.06,0.06,left,1,0.06,0.06,forw,0,0.137,0,10000000000,0.3,0,-101.05,4.16,7.19
16,P,P02,P02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,38,103,24,112,-0.134,0.06,0.06,0.158,up,103,0.06,0.06,left,24,0.06,0.06,back,38,-0.134,0,10000000000,0.3,0,-101.05,4.16,7.19
17,P,P02,P02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,38,110,25,119,0.155,0.06,0.064,0.178,down,110,0.06,0,left,25,0.064,0.06,back,38,0.155,0,10000000000,0.3,0,-101.05,4.16,7.19
18,P,P02,P02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,38,141,34,150,0.777,0.06,0.144,0.793,down,141,0.06,0,left,34,0.144,0.06,back,38,0.777,0,10000000000,0.3,0,-101.05,4.16,7.19
19,P,P02,P02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,38,143,34,152,0.798,0.06,0.148,0.814,down,143,0.06,0,left,34,0.148,0.06,back,38,0.798,0,10000000000,0.3,0,-101.05,4.16,7.19
15,Q,Q16,Q16  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-179,0,179,-0.201,0,0.046,0.206,down,179,0,0,left,0,0.046,0.06,forw,0,0.201,0,10000000000,0.3,0,-90.7,2.16,7.19
16,Q,Q16,Q16  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-32,-139,27,145,-0.203,0,0.047,0.208,down,139,0,0,left,27,0.047,0.06,forw,32,0.203,0,10000000000,0.3,0,-90.7,2.16,7.19
17,Q,Q16,Q16  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,32,145,27,151,0.227,0,0.05,0.232,down,145,0,0,left,27,0.05,0.06,back,32,0.227,0,10000000000,0.3,0,-90.7,2.16,7.19
18,Q,Q16,Q16  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,32,179,27,184,0.882,0,0.053,0.883,down,179,0,0,left,27,0.053,0.06,back,32,0.882,0,10000000000,0.3,0,-90.7,2.16,7.19
19,Q,Q16,Q16  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,32,179,27,184,0.904,0,0.056,0.906,down,179,0,0,left,27,0.056,0.06,back,32,0.904,0,10000000000,0.3,0,-90.7,2.16,7.19
15,Q,Q22,Q22  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,-0.201,0.06,0.049,0.215,up,38,0.06,0.06,left,0,0.049,0.06,forw,0,0.201,0,10000000000,0.3,0,-93.14,2.16,7.19
16,Q,Q22,Q22  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,10,32,1,34,-0.2,0.06,0.049,0.214,up,32,0.06,0.06,left,1,0.049,0.06,back,10,-0.2,0,10000000000,0.3,0,-93.14,2.16,7.19
17,Q,Q22,Q22  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,10,34,1,35,0.223,0.06,0.062,0.239,down,34,0.06,0,left,1,0.062,0.06,back,10,0.223,0,10000000000,0.3,0,-93.14,2.16,7.19
