Seg,Point,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1
I,I17,,Guide,OPERATING,12,52,0,537,540,0,0.093,0,0.093,up,537,0,0
I,I17,,Guide,COLD,12,0,0,18,18,0,0,0,0,down,18,0,0
I,I17,,Guide,GT1P1{1},12,52,0,537,540,0,0.093,0,0.093,up,537,0,0
I,I17,,Guide,GT1{1},12,52,0,532,534,0,0.092,0,0.092,up,532,0,0
I,I17,,Guide,Pressure 1{1},12,0,0,5,5,0,0.001,0,0.001,up,5,0,0
I,I17,,Guide,Thermal 1{1},12,52,0,550,552,0,0.092,0,0.092,up,550,0,0
J,J03,,Rod Hgr,Gravity{1},6,0,321,0,321,0,0,0.003,0.003,down,321,0,0
J,J03,,Rod Hgr,COLD,6,0,321,0,321,0,0,0.003,0.003,down,321,0,0
J,J03,,Rod Hgr,Thermal 1{1},6,0,226,0,226,0.314,0,0.718,0.784,up,226,0,100
J,J03,,Rod Hgr,GT1{1},6,0,95,0,95,0.314,0,0.721,0.787,down,95,0,0
J,J03,,Rod Hgr,GT1P1{1},6,0,93,0,93,0.317,0,0.728,0.793,down,93,0,0
J,J03,,Rod Hgr,OPERATING,6,0,93,0,93,0.317,0,0.728,0.793,down,93,0,0
J,J03,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.002,0,0.006,0.007,up,1,0,100
J,J20,,Rod Hgr,GT1{1},6,0,276,0,276,0.018,0,0.611,0.611,down,276,0,0
J,J20,,Rod Hgr,GT1P1{1},6,0,275,0,275,0.018,0,0.616,0.617,down,275,0,0
J,J20,,Rod Hgr,OPERATING,6,0,275,0,275,0.018,0,0.616,0.617,down,275,0,0
J,J20,,Rod Hgr,COLD,6,0,201,0,201,0,0,0.003,0.003,down,201,0,0
J,J20,,Rod Hgr,Gravity{1},6,0,201,0,201,0,0,0.003,0.003,down,201,0,0
J,J20,,Rod Hgr,Thermal 1{1},6,0,75,0,75,0.018,0,0.608,0.608,down,75,0,0
J,J20,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0,0,0.005,0.005,up,1,0,100
J,J21,,Rod Hgr,OPERATING,6,0,705,0,705,0.136,0,0.353,0.378,down,705,0,0
J,J21,,Rod Hgr,GT1P1{1},6,0,705,0,705,0.136,0,0.353,0.378,down,705,0,0
J,J21,,Rod Hgr,GT1{1},6,0,701,0,701,0.135,0,0.349,0.375,down,701,0,0
J,J21,,Rod Hgr,Thermal 1{1},6,0,357,0,357,0.134,0,0.347,0.372,down,357,0,0
J,J21,,Rod Hgr,COLD,6,0,343,0,343,0.001,0,0.002,0.002,down,343,0,0
J,J21,,Rod Hgr,Gravity{1},6,0,343,0,343,0.001,0,0.002,0.002,down,343,0,0
J,J21,,Rod Hgr,Pressure 1{1},6,0,4,0,4,0.001,0,0.003,0.003,down,4,0,0
J,J22,,Rod Hgr,COLD,6,0,301,0,301,0,0,0,0,down,301,0,0
J,J22,,Rod Hgr,Gravity{1},6,0,301,0,301,0,0,0,0,down,301,0,0
J,J22,,Rod Hgr,Thermal 1{1},6,0,152,0,152,0.049,0,0.006,0.049,up,152,0,0
J,J22,,Rod Hgr,GT1{1},6,0,149,0,149,0.049,0,0.006,0.049,down,149,0,0
J,J22,,Rod Hgr,OPERATING,6,0,148,0,148,0.049,0,0.006,0.05,down,148,0,0
J,J22,,Rod Hgr,GT1P1{1},6,0,148,0,148,0.049,0,0.006,0.05,down,148,0,0
J,J22,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0,0,0,0,up,1,0,0
J,J23,,Rod Hgr,OPERATING,4,0,642,0,642,0.06,0,0.083,0.103,down,642,0,0
J,J23,,Rod Hgr,GT1P1{1},4,0,642,0,642,0.06,0,0.083,0.103,down,642,0,0
J,J23,,Rod Hgr,GT1{1},4,0,639,0,639,0.06,0,0.082,0.102,down,639,0,0
J,J23,,Rod Hgr,Thermal 1{1},4,0,523,0,523,0.06,0,0.083,0.102,down,523,0,0
J,J23,,Rod Hgr,Gravity{1},4,0,116,0,116,0,0,0,0,down,116,0,0
J,J23,,Rod Hgr,COLD,4,0,116,0,116,0,0,0,0,down,116,0,0
J,J23,,Rod Hgr,Pressure 1{1},4,0,3,0,3,0,0,0.001,0.001,down,3,0,0
J,J24,,Rod Hgr,Thermal 1{1},4,0,2065,0,2065,0.029,0,0.025,0.038,up,2065,0,0
J,J24,,Rod Hgr,OPERATING,4,0,1981,0,1981,0.029,0,0.025,0.038,up,1981,0,0
J,J24,,Rod Hgr,GT1P1{1},4,0,1981,0,1981,0.029,0,0.025,0.038,up,1981,0,0
J,J24,,Rod Hgr,GT1{1},4,0,1970,0,1970,0.029,0,0.025,0.038,up,1970,0,0
J,J24,,Rod Hgr,Gravity{1},4,0,94,0,94,0,0,0,0,down,94,0,0
J,J24,,Rod Hgr,COLD,4,0,94,0,94,0,0,0,0,down,94,0,0
J,J24,,Rod Hgr,Pressure 1{1},4,0,11,0,11,0,0,0,0,up,11,0,0
J,J25,,Rod Hgr,Thermal 1{1},6,0,449,0,449,0.043,0,0.036,0.056,up,449,0,0
J,J25,,Rod Hgr,OPERATING,6,0,298,0,298,0.043,0,0.036,0.056,up,298,0,0
J,J25,,Rod Hgr,GT1P1{1},6,0,298,0,298,0.043,0,0.036,0.056,up,298,0,0
J,J25,,Rod Hgr,GT1{1},6,0,295,0,295,0.043,0,0.036,0.056,up,295,0,0
J,J25,,Rod Hgr,COLD,6,0,154,0,154,0,0,0,0,down,154,0,0
J,J25,,Rod Hgr,Gravity{1},6,0,154,0,154,0,0,0,0,down,154,0,0
J,J25,,Rod Hgr,Pressure 1{1},6,0,3,0,3,0,0,0,0,up,3,0,0
K,K11,,Rod Hgr,Thermal 1{1},4,0,359,0,359,0.014,0.008,0.008,0.018,up,359,0.008,10
K,K11,,Rod Hgr,Gravity{1},4,0,359,0,359,0,0,0,0,down,359,0,0
K,K11,,Rod Hgr,COLD,4,0,359,0,359,0,0,0,0,down,359,0,0
K,K11,,Rod Hgr,OPERATING,4,0,0,0,0,0.014,0.008,0.008,0.018,up,0,0.008,10
K,K11,,Rod Hgr,GT1P1{1},4,0,0,0,0,0.014,0.008,0.008,0.018,up,0,0.008,10
K,K11,,Rod Hgr,GT1{1},4,0,0,0,0,0.014,0.008,0.008,0.018,up,0,0.008,10
K,K11,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0,0,up,0,0,10
L,L11,,Rod Hgr,Thermal 1{1},4,0,339,0,339,0,0.014,0.004,0.015,up,339,0.014,10
L,L11,,Rod Hgr,Gravity{1},4,0,339,0,339,0,0,0,0,down,339,0,0
L,L11,,Rod Hgr,COLD,4,0,339,0,339,0,0,0,0,down,339,0,0
L,L11,,Rod Hgr,OPERATING,4,0,0,0,0,0,0.014,0.004,0.015,up,0,0.014,10
L,L11,,Rod Hgr,GT1P1{1},4,0,0,0,0,0,0.014,0.004,0.015,up,0,0.014,10
L,L11,,Rod Hgr,GT1{1},4,0,0,0,0,0,0.014,0.004,0.015,up,0,0.014,10
L,L11,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0,0,up,0,0,10
M,M05,,Rod Hgr,Thermal 1{1},4,0,67,0,67,0.012,0.017,0.015,0.026,up,67,0.017,10
M,M05,,Rod Hgr,COLD,4,0,67,0,67,0,0,0,0,down,67,0,0
M,M05,,Rod Hgr,Gravity{1},4,0,67,0,67,0,0,0,0,down,67,0,0
M,M05,,Rod Hgr,OPERATING,4,0,0,0,0,0.012,0.017,0.015,0.026,up,0,0.017,10
M,M05,,Rod Hgr,GT1P1{1},4,0,0,0,0,0.012,0.017,0.015,0.026,up,0,0.017,10
M,M05,,Rod Hgr,GT1{1},4,0,0,0,0,0.012,0.017,0.015,0.026,up,0,0.017,10
M,M05,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0,0,up,0,0,10
N,N05,,Rod Hgr,Thermal 1{1},4,0,51,0,51,0.021,0.013,0.016,0.029,up,51,0.013,10
N,N05,,Rod Hgr,Gravity{1},4,0,51,0,51,0,0,0,0,down,51,0,0
N,N05,,Rod Hgr,COLD,4,0,51,0,51,0,0,0,0,down,51,0,0
N,N05,,Rod Hgr,GT1{1},4,0,0,0,0,0.021,0.013,0.016,0.03,up,0,0.013,10
N,N05,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0,0,up,0,0,10
N,N05,,Rod Hgr,GT1P1{1},4,0,0,0,0,0.021,0.013,0.016,0.03,up,0,0.013,10
N,N05,,Rod Hgr,OPERATING,4,0,0,0,0,0.021,0.013,0.016,0.03,up,0,0.013,10
O,O17,,Rod Hgr,OPERATING,6,0,443,0,443,0.36,0,0.553,0.659,down,443,0,0
O,O17,,Rod Hgr,GT1P1{1},6,0,443,0,443,0.36,0,0.553,0.659,down,443,0,0
O,O17,,Rod Hgr,GT1{1},6,0,442,0,442,0.357,0,0.548,0.654,down,442,0,0
O,O17,,Rod Hgr,COLD,6,0,398,0,398,0.001,0,0,0.001,down,398,0,0
O,O17,,Rod Hgr,Gravity{1},6,0,398,0,398,0.001,0,0,0.001,down,398,0,0
O,O17,,Rod Hgr,Thermal 1{1},6,0,44,0,44,0.356,0,0.548,0.653,down,44,0,0
O,O17,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.003,0,0.005,0.005,down,1,0,0
O,O18,,Rod Hgr,Gravity{1},6,0,424,0,424,0.004,0,0.003,0.005,down,424,0,0
O,O18,,Rod Hgr,COLD,6,0,424,0,424,0.004,0,0.003,0.005,down,424,0,0
O,O18,,Rod Hgr,GT1{1},6,0,371,0,371,0.428,0,0.496,0.656,down,371,0,0
O,O18,,Rod Hgr,GT1P1{1},6,0,370,0,370,0.432,0,0.5,0.661,down,370,0,0
O,O18,,Rod Hgr,OPERATING,6,0,370,0,370,0.432,0,0.5,0.661,down,370,0,0
O,O18,,Rod Hgr,Thermal 1{1},6,0,54,0,54,0.432,0,0.499,0.66,up,54,0,0
O,O18,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.003,0,0.004,0.005,up,1,0,0
O,O19,,Rod Hgr,GT1P1{1},6,0,453,0,453,0.586,0,0.238,0.633,down,453,0,0
O,O19,,Rod Hgr,GT1{1},6,0,453,0,453,0.582,0,0.236,0.628,down,453,0,0
O,O19,,Rod Hgr,OPERATING,6,0,453,0,453,0.586,0,0.238,0.633,down,453,0,0
O,O19,,Rod Hgr,Gravity{1},6,0,372,0,372,0.004,0,0.008,0.008,down,372,0,0
O,O19,,Rod Hgr,COLD,6,0,372,0,372,0.004,0,0.008,0.008,down,372,0,0
O,O19,,Rod Hgr,Thermal 1{1},6,0,81,0,81,0.586,0,0.229,0.629,down,81,0,0
O,O19,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.004,0,0.001,0.005,down,0,0,0
O,O20,,Rod Hgr,COLD,6,0,284,0,284,0.004,0,0.002,0.004,down,284,0,0
O,O20,,Rod Hgr,Gravity{1},6,0,284,0,284,0.004,0,0.002,0.004,down,284,0,0
O,O20,,Rod Hgr,GT1P1{1},6,0,247,0,247,0.509,0,0.395,0.644,down,247,0,0
O,O20,,Rod Hgr,GT1{1},6,0,247,0,247,0.505,0,0.392,0.64,down,247,0,0
O,O20,,Rod Hgr,OPERATING,6,0,247,0,247,0.509,0,0.395,0.644,down,247,0,0
O,O20,,Rod Hgr,Thermal 1{1},6,0,37,0,37,0.509,0,0.39,0.641,up,37,0,0
O,O20,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.004,0,0.003,0.005,up,0,0,0
O,O21,,Rod Hgr,Gravity{1},6,0,565,0,565,0,0,0.01,0.01,down,565,0,0
O,O21,,Rod Hgr,COLD,6,0,565,0,565,0,0,0.01,0.01,down,565,0,0
O,O21,,Rod Hgr,GT1{1},6,0,412,0,412,0.241,0,0.102,0.261,down,412,0,0
O,O21,,Rod Hgr,OPERATING,6,0,412,0,412,0.243,0,0.102,0.263,down,412,0,0
O,O21,,Rod Hgr,GT1P1{1},6,0,412,0,412,0.243,0,0.102,0.263,down,412,0,0
O,O21,,Rod Hgr,Thermal 1{1},6,0,153,0,153,0.241,0,0.091,0.258,up,153,0,0
O,O21,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.002,0,0,0.002,up,1,0,0
P,P10,,Rod Hgr,Thermal 1{1},3,0,215,0,215,0.173,0,0.133,0.218,up,215,0,0
P,P10,,Rod Hgr,OPERATING,3,0,155,0,155,0.175,0,0.135,0.221,up,155,0,0
P,P10,,Rod Hgr,GT1P1{1},3,0,155,0,155,0.175,0,0.135,0.221,up,155,0,0
P,P10,,Rod Hgr,GT1{1},3,0,153,0,153,0.173,0,0.134,0.219,up,153,0,0
P,P10,,Rod Hgr,COLD,3,0,62,0,62,0.001,0,0.001,0.001,down,62,0,0
P,P10,,Rod Hgr,Gravity{1},3,0,62,0,62,0.001,0,0.001,0.001,down,62,0,0
P,P10,,Rod Hgr,Pressure 1{1},3,0,2,0,2,0.001,0,0.001,0.002,up,2,0,0
P,P11,,Rod Hgr,Thermal 1{1},3,0,48,0,48,0.175,0.081,0.161,0.251,up,48,0.081,100
P,P11,,Rod Hgr,COLD,3,0,48,0,48,0.001,0,0.001,0.001,down,48,0,0
P,P11,,Rod Hgr,Gravity{1},3,0,48,0,48,0.001,0,0.001,0.001,down,48,0,0
P,P11,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0.001,0,0.001,0.002,up,0,0,100
P,P11,,Rod Hgr,OPERATING,3,0,0,0,0,0.177,0.081,0.163,0.254,up,0,0.081,100
P,P11,,Rod Hgr,GT1P1{1},3,0,0,0,0,0.177,0.081,0.163,0.254,up,0,0.081,100
P,P11,,Rod Hgr,GT1{1},3,0,0,0,0,0.175,0.081,0.162,0.252,up,0,0.081,100
Q,Q12,,Rod Hgr,Thermal 1{1},3,0,24,0,24,0,0.079,0.192,0.207,up,24,0.079,100
Q,Q12,,Rod Hgr,Gravity{1},3,0,24,0,24,0,0,0,0,down,24,0,0
Q,Q12,,Rod Hgr,COLD,3,0,24,0,24,0,0,0,0,down,24,0,0
Q,Q12,,Rod Hgr,OPERATING,3,0,0,0,0,0,0.08,0.192,0.208,up,0,0.08,100
Q,Q12,,Rod Hgr,GT1P1{1},3,0,0,0,0,0,0.08,0.192,0.208,up,0,0.08,100
Q,Q12,,Rod Hgr,GT1{1},3,0,0,0,0,0,0.079,0.191,0.207,up,0,0.079,100
Q,Q12,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0,0,0.001,0.001,up,0,0,100
Q,Q13,,Rod Hgr,COLD,3,0,133,0,133,0,0,0,0,down,133,0,0
Q,Q13,,Rod Hgr,Gravity{1},3,0,133,0,133,0,0,0,0,down,133,0,0
Q,Q13,,Rod Hgr,OPERATING,3,0,85,0,85,0,0,0.076,0.076,down,85,0,0
Q,Q13,,Rod Hgr,GT1{1},3,0,85,0,85,0,0,0.075,0.075,down,85,0,0
Q,Q13,,Rod Hgr,GT1P1{1},3,0,85,0,85,0,0,0.076,0.076,down,85,0,0
Q,Q13,,Rod Hgr,Thermal 1{1},3,0,48,0,48,0,0,0.076,0.076,up,48,0,0
Q,Q13,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0,0,0,0,up,0,0,0
Q,Q14,,Rod Hgr,GT1P1{1},3,0,117,0,117,0,0,0.009,0.009,down,117,0,0
Q,Q14,,Rod Hgr,GT1{1},3,0,117,0,117,0,0,0.009,0.009,down,117,0,0
Q,Q14,,Rod Hgr,OPERATING,3,0,117,0,117,0,0,0.009,0.009,down,117,0,0
Q,Q14,,Rod Hgr,Gravity{1},3,0,94,0,94,0,0,0,0,down,94,0,0
Q,Q14,,Rod Hgr,COLD,3,0,94,0,94,0,0,0,0,down,94,0,0
Q,Q14,,Rod Hgr,Thermal 1{1},3,0,23,0,23,0,0,0.008,0.008,down,23,0,0
Q,Q14,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0,0,0,0,down,0,0,0
T,T09,,Rod Hgr,Thermal 1{1},6,0,170,0,170,0.136,0.046,0,0.144,up,170,0.046,100
T,T09,,Rod Hgr,Gravity{1},6,0,170,0,170,0,0,0,0,down,170,0,0
T,T09,,Rod Hgr,COLD,6,0,170,0,170,0,0,0,0,down,170,0,0
T,T09,,Rod Hgr,GT1P1{1},6,0,0,0,0,0.137,0.046,0,0.145,up,0,0.046,100
T,T09,,Rod Hgr,GT1{1},6,0,0,0,0,0.136,0.046,0,0.144,up,0,0.046,100
T,T09,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0,0.001,up,0,0,100
T,T09,,Rod Hgr,OPERATING,6,0,0,0,0,0.137,0.046,0,0.145,up,0,0.046,100
T,T10,,Rod Hgr,Thermal 1{1},8,0,387,0,387,0.028,0.047,0,0.055,up,387,0.047,100
T,T10,,Rod Hgr,Gravity{1},8,0,387,0,387,0,0,0,0,down,387,0,0
T,T10,,Rod Hgr,COLD,8,0,387,0,387,0,0,0,0,down,387,0,0
T,T10,,Rod Hgr,GT1P1{1},8,0,0,0,0,0.028,0.047,0,0.055,up,0,0.047,100
T,T10,,Rod Hgr,OPERATING,8,0,0,0,0,0.028,0.047,0,0.055,up,0,0.047,100
T,T10,,Rod Hgr,GT1{1},8,0,0,0,0,0.028,0.047,0,0.055,up,0,0.047,100
T,T10,,Rod Hgr,Pressure 1{1},8,0,0,0,0,0,0,0,0,up,0,0,100
U,U10,,Rod Hgr,GT1P1{1},6,0,600,0,600,0.037,0,0.069,0.079,down,600,0,0
U,U10,,Rod Hgr,OPERATING,6,0,600,0,600,0.037,0,0.069,0.079,down,600,0,0
U,U10,,Rod Hgr,GT1{1},6,0,599,0,599,0.037,0,0.069,0.078,down,599,0,0
U,U10,,Rod Hgr,COLD,6,0,427,0,427,0.002,0,0.004,0.005,down,427,0,0
U,U10,,Rod Hgr,Gravity{1},6,0,427,0,427,0.002,0,0.004,0.005,down,427,0,0
U,U10,,Rod Hgr,Thermal 1{1},6,0,172,0,172,0.039,0,0.064,0.075,down,172,0,0
U,U10,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0,0,0,0,down,1,0,0
U,U100,,Rod Hgr,Thermal 1{1},6,0,234,0,234,0.098,0,0.08,0.126,up,234,0,0
U,U100,,Rod Hgr,Gravity{1},6,0,195,0,195,0.002,0,0.002,0.003,down,195,0,0
U,U100,,Rod Hgr,COLD,6,0,195,0,195,0.002,0,0.002,0.003,down,195,0,0
U,U100,,Rod Hgr,OPERATING,6,0,40,0,40,0.1,0,0.083,0.13,up,40,0,0
U,U100,,Rod Hgr,GT1P1{1},6,0,40,0,40,0.1,0,0.083,0.13,up,40,0,0
U,U100,,Rod Hgr,GT1{1},6,0,39,0,39,0.1,0,0.082,0.129,up,39,0,0
U,U100,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.001,0,0.001,0.001,up,1,0,0
U,U101,,Rod Hgr,OPERATING,6,0,427,0,427,0.186,0,0.073,0.2,down,427,0,0
U,U101,,Rod Hgr,GT1P1{1},6,0,427,0,427,0.186,0,0.073,0.2,down,427,0,0
U,U101,,Rod Hgr,GT1{1},6,0,427,0,427,0.185,0,0.073,0.199,down,427,0,0
U,U101,,Rod Hgr,Gravity{1},6,0,377,0,377,0.002,0,0.003,0.003,down,377,0,0
U,U101,,Rod Hgr,COLD,6,0,377,0,377,0.002,0,0.003,0.003,down,377,0,0
U,U101,,Rod Hgr,Thermal 1{1},6,0,50,0,50,0.183,0,0.075,0.198,down,50,0,0
U,U101,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0,0.001,down,0,0,0
U,U102,,Rod Hgr,Gravity{1},6,0,341,0,341,0.002,0,0.003,0.003,down,341,0,0
U,U102,,Rod Hgr,COLD,6,0,341,0,341,0.002,0,0.003,0.003,down,341,0,0
U,U102,,Rod Hgr,OPERATING,6,0,334,0,334,0.271,0,0.217,0.348,down,334,0,0
U,U102,,Rod Hgr,GT1P1{1},6,0,334,0,334,0.271,0,0.217,0.348,down,334,0,0
U,U102,,Rod Hgr,GT1{1},6,0,334,0,334,0.27,0,0.216,0.346,down,334,0,0
U,U102,,Rod Hgr,Thermal 1{1},6,0,7,0,7,0.268,0,0.219,0.346,up,7,0,0
U,U102,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.002,0,0.001,0.002,up,0,0,0
U,U104,,Guide,Pressure 1{1},6,0,0,0,1,0,0,0,0,down,0,0,0
U,U104,,Guide,Thermal 1{1},6,58,0,106,121,0,0.044,0,0.044,down,106,0,0
U,U104,,Guide,OPERATING,6,92,0,123,153,0,0.042,0,0.042,down,123,0,0
U,U104,,Guide,GT1{1},6,91,0,122,153,0,0.042,0,0.042,down,122,0,0
U,U104,,Guide,GT1P1{1},6,92,0,123,153,0,0.042,0,0.042,down,123,0,0
U,U104,,Guide,COLD,6,33,0,17,37,0,0.003,0,0.003,down,17,0,0
U,U104,,Guide,Gravity{1},6,33,0,17,37,0,0.003,0,0.003,down,17,0,0
U,U105,,Rod Hgr,GT1P1{1},4,0,238,0,238,0.072,0,0.27,0.279,down,238,0,0
U,U105,,Rod Hgr,OPERATING,4,0,238,0,238,0.072,0,0.27,0.279,down,238,0,0
U,U105,,Rod Hgr,GT1{1},4,0,237,0,237,0.071,0,0.268,0.278,down,237,0,0
U,U105,,Rod Hgr,COLD,4,0,192,0,192,0.007,0,0.007,0.01,down,192,0,0
U,U105,,Rod Hgr,Gravity{1},4,0,192,0,192,0.007,0,0.007,0.01,down,192,0,0
U,U105,,Rod Hgr,Thermal 1{1},4,0,45,0,45,0.079,0,0.275,0.286,down,45,0,0
U,U105,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0.001,0.001,down,0,0,0
U,U106,,Rod Hgr,Gravity{1},4,0,272,0,272,0.006,0,0.007,0.009,down,272,0,0
U,U106,,Rod Hgr,COLD,4,0,272,0,272,0.006,0,0.007,0.009,down,272,0,0
U,U106,,Rod Hgr,Thermal 1{1},4,0,199,0,199,0.045,0,0.179,0.184,up,199,0,0
U,U106,,Rod Hgr,GT1{1},4,0,72,0,72,0.04,0,0.172,0.176,down,72,0,0
U,U106,,Rod Hgr,OPERATING,4,0,71,0,71,0.04,0,0.173,0.177,down,71,0,0
U,U106,,Rod Hgr,GT1P1{1},4,0,71,0,71,0.04,0,0.173,0.177,down,71,0,0
U,U106,,Rod Hgr,Pressure 1{1},4,0,1,0,1,0,0,0.001,0.001,up,1,0,0
U,U108,,Rod Hgr,Thermal 1{1},6,0,186,0,186,0.043,0.004,0.058,0.072,up,186,0.004,10
U,U108,,Rod Hgr,Gravity{1},6,0,186,0,186,0.007,0,0,0.007,down,186,0,0
U,U108,,Rod Hgr,COLD,6,0,186,0,186,0.007,0,0,0.007,down,186,0,0
U,U108,,Rod Hgr,GT1P1{1},6,0,0,0,0,0.05,0.005,0.058,0.077,up,0,0.005,10
U,U108,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0,0,0,0,up,0,0,10
U,U108,,Rod Hgr,GT1{1},6,0,0,0,0,0.05,0.004,0.058,0.076,up,0,0.004,10
U,U108,,Rod Hgr,OPERATING,6,0,0,0,0,0.05,0.005,0.058,0.077,up,0,0.005,10
U,U111,,Shoe,OPERATING,4,0,840,0,840,0.025,0,0.005,0.026,down,840,0,0
U,U111,,Shoe,GT1P1{1},4,0,840,0,840,0.025,0,0.005,0.026,down,840,0,0
U,U111,,Shoe,GT1{1},4,0,838,0,838,0.025,0,0.005,0.026,down,838,0,0
U,U111,,Shoe,Thermal 1{1},4,0,527,0,527,0.025,0,0.005,0.026,down,527,0,0
U,U111,,Shoe,COLD,4,0,311,0,311,0,0,0,0,down,311,0,0
U,U111,,Shoe,Gravity{1},4,0,311,0,311,0,0,0,0,down,311,0,0
U,U111,,Shoe,Pressure 1{1},4,0,2,0,2,0,0,0,0,down,2,0,0
U,U112,,Shoe,OPERATING,6,0,659,0,659,0.031,0,0.003,0.031,down,659,0,0
U,U112,,Shoe,GT1P1{1},6,0,659,0,659,0.031,0,0.003,0.031,down,659,0,0
U,U112,,Shoe,GT1{1},6,0,659,0,659,0.03,0,0.003,0.031,down,659,0,0
U,U112,,Shoe,Gravity{1},6,0,546,0,546,0,0,0,0,down,546,0,0
U,U112,,Shoe,COLD,6,0,546,0,546,0,0,0,0,down,546,0,0
U,U112,,Shoe,Thermal 1{1},6,0,113,0,113,0.03,0,0.003,0.031,down,113,0,0
U,U112,,Shoe,Pressure 1{1},6,0,0,0,0,0,0,0,0,down,0,0,0
U,U113,,Shoe,GT1P1{1},6,0,1353,0,1353,0.012,0,0.002,0.012,down,1353,0,0
U,U113,,Shoe,OPERATING,6,0,1353,0,1353,0.012,0,0.002,0.012,down,1353,0,0
U,U113,,Shoe,GT1{1},6,0,1345,0,1345,0.012,0,0.002,0.012,down,1345,0,0
U,U113,,Shoe,Thermal 1{1},6,0,1227,0,1227,0.012,0,0.002,0.012,down,1227,0,0
U,U113,,Shoe,Gravity{1},6,0,117,0,117,0,0,0,0,down,117,0,0
U,U113,,Shoe,COLD,6,0,117,0,117,0,0,0,0,down,117,0,0
U,U113,,Shoe,Pressure 1{1},6,0,8,0,8,0,0,0,0,down,8,0,0
U,U114,,Shoe,COLD,6,0,700,0,700,0.002,0,0,0.002,down,700,0,0
U,U114,,Shoe,Gravity{1},6,0,700,0,700,0.002,0,0,0.002,down,700,0,0
U,U114,,Shoe,GT1{1},6,0,616,0,616,0.014,0,0.037,0.04,down,616,0,0
U,U114,,Shoe,GT1P1{1},6,0,616,0,616,0.014,0,0.037,0.04,down,616,0,0
U,U114,,Shoe,OPERATING,6,0,616,0,616,0.014,0,0.037,0.04,down,616,0,0
U,U114,,Shoe,Thermal 1{1},6,0,84,0,84,0.016,0,0.037,0.04,up,84,0,0
U,U114,,Shoe,Pressure 1{1},6,0,0,0,0,0,0,0,0,up,0,0,0
U,U115,,Shoe,OPERATING,4,0,468,0,468,0.002,0,0.042,0.042,down,468,0,0
U,U115,,Shoe,GT1P1{1},4,0,468,0,468,0.002,0,0.042,0.042,down,468,0,0
U,U115,,Shoe,GT1{1},4,0,467,0,467,0.002,0,0.042,0.042,down,467,0,0
U,U115,,Shoe,COLD,4,0,327,0,327,0.005,0,0,0.005,down,327,0,0
U,U115,,Shoe,Gravity{1},4,0,327,0,327,0.005,0,0,0.005,down,327,0,0
U,U115,,Shoe,Thermal 1{1},4,0,140,0,140,0.003,0,0.042,0.042,down,140,0,0
U,U115,,Shoe,Pressure 1{1},4,0,1,0,1,0,0,0,0,down,1,0,0
U,U116,,Shoe,GT1P1{1},6,0,9648,0,9648,0.024,0,0.018,0.03,down,9648,0,0
U,U116,,Shoe,OPERATING,6,0,9648,0,9648,0.024,0,0.018,0.03,down,9648,0,0
U,U116,,Shoe,GT1{1},6,0,9591,0,9591,0.024,0,0.018,0.03,down,9591,0,0
U,U116,,Shoe,Thermal 1{1},6,0,9181,0,9181,0.024,0,0.018,0.03,down,9181,0,0
U,U116,,Shoe,COLD,6,0,410,0,410,0,0,0,0,down,410,0,0
U,U116,,Shoe,Gravity{1},6,0,410,0,410,0,0,0,0,down,410,0,0
U,U116,,Shoe,Pressure 1{1},6,0,56,0,56,0,0,0,0,down,56,0,0
U,U78,,Rod Hgr,Thermal 1{1},4,0,608,0,608,0.123,0,0.065,0.139,up,608,0,0
U,U78,,Rod Hgr,GT1P1{1},4,0,500,0,500,0.126,0,0.066,0.142,up,500,0,0
U,U78,,Rod Hgr,OPERATING,4,0,500,0,500,0.126,0,0.066,0.142,up,500,0,0
U,U78,,Rod Hgr,GT1{1},4,0,497,0,497,0.125,0,0.065,0.141,up,497,0,0
