Seg,Point,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1
A,A01,,Rod Hgr,Gravity{1},8,0,388,0,388,0,0,0,0,down,388,0,0
A,A01,,Rod Hgr,COLD,8,0,388,0,388,0,0,0,0,down,388,0,0
A,A01,,Rod Hgr,GT1{1},8,0,274,0,274,0.042,0,0.133,0.139,down,274,0,0
A,A01,,Rod Hgr,GT1P1{1},8,0,273,0,273,0.042,0,0.134,0.14,down,273,0,0
A,A01,,Rod Hgr,OPERATING,8,0,273,0,273,0.042,0,0.134,0.14,down,273,0,0
A,A01,,Rod Hgr,Thermal 1{1},8,0,113,0,113,0.042,0,0.132,0.139,up,113,0,100
A,A01,,Rod Hgr,Pressure 1{1},8,0,1,0,1,0,0,0.001,0.001,up,1,0,100
A,A05,,Rod Hgr,OPERATING,12,0,642,0,642,0.148,0,0.695,0.711,down,642,0,0
A,A05,,Rod Hgr,GT1P1{1},12,0,642,0,642,0.148,0,0.695,0.711,down,642,0,0
A,A05,,Rod Hgr,GT1{1},12,0,639,0,639,0.147,0,0.69,0.705,down,639,0,0
A,A05,,Rod Hgr,COLD,12,0,428,0,428,0,0,0.002,0.002,down,428,0,0
A,A05,,Rod Hgr,Gravity{1},12,0,428,0,428,0,0,0.002,0.002,down,428,0,0
A,A05,,Rod Hgr,Thermal 1{1},12,0,212,0,212,0.147,0,0.687,0.703,down,212,0,0
A,A05,,Rod Hgr,Pressure 1{1},12,0,3,0,3,0.001,0,0.006,0.006,down,3,0,0
A,A11,,Rod Hgr,Gravity{1},6,0,395,0,395,0,0,0.003,0.003,down,395,0,0
A,A11,,Rod Hgr,COLD,6,0,395,0,395,0,0,0.003,0.003,down,395,0,0
A,A11,,Rod Hgr,GT1{1},6,0,306,0,306,0.234,0,0.896,0.926,down,306,0,0
A,A11,,Rod Hgr,OPERATING,6,0,305,0,305,0.236,0,0.903,0.934,down,305,0,0
A,A11,,Rod Hgr,GT1P1{1},6,0,305,0,305,0.236,0,0.903,0.934,down,305,0,0
A,A11,,Rod Hgr,Thermal 1{1},6,0,89,0,89,0.234,0,0.893,0.923,up,89,0,0
A,A11,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.002,0,0.008,0.008,up,1,0,0
A,A14,,Rod Hgr,Thermal 1{1},6,0,123,0,123,0.021,0.022,0.827,0.828,up,123,0.022,100
A,A14,,Rod Hgr,COLD,6,0,123,0,123,0.003,0,0.004,0.005,down,123,0,0
A,A14,,Rod Hgr,Gravity{1},6,0,123,0,123,0.003,0,0.004,0.005,down,123,0,0
A,A14,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0,0,0.007,0.007,up,0,0,100
A,A14,,Rod Hgr,GT1{1},6,0,0,0,0,0.024,0.022,0.831,0.832,up,0,0.022,100
A,A14,,Rod Hgr,GT1P1{1},6,0,0,0,0,0.024,0.022,0.839,0.839,up,0,0.022,100
A,A14,,Rod Hgr,OPERATING,6,0,0,0,0,0.024,0.022,0.839,0.839,up,0,0.022,100
A,A16,,Rod Hgr,OPERATING,6,0,1166,0,1166,0.141,0,0.698,0.712,down,1166,0,0
A,A16,,Rod Hgr,GT1P1{1},6,0,1166,0,1166,0.141,0,0.698,0.712,down,1166,0,0
A,A16,,Rod Hgr,GT1{1},6,0,1160,0,1160,0.14,0,0.692,0.706,down,1160,0,0
A,A16,,Rod Hgr,Thermal 1{1},6,0,946,0,946,0.141,0,0.689,0.703,down,946,0,0
A,A16,,Rod Hgr,COLD,6,0,214,0,214,0.001,0,0.003,0.003,down,214,0,0
A,A16,,Rod Hgr,Gravity{1},6,0,214,0,214,0.001,0,0.003,0.003,down,214,0,0
A,A16,,Rod Hgr,Pressure 1{1},6,0,6,0,6,0.001,0,0.006,0.006,down,6,0,0
A,A28,,Rod Hgr,Thermal 1{1},6,0,1246,0,1246,0.113,0,0.453,0.466,up,1246,0,0
A,A28,,Rod Hgr,GT1P1{1},6,0,845,0,845,0.113,0,0.461,0.475,up,845,0,0
A,A28,,Rod Hgr,OPERATING,6,0,845,0,845,0.113,0,0.461,0.475,up,845,0,0
A,A28,,Rod Hgr,GT1{1},6,0,837,0,837,0.112,0,0.457,0.471,up,837,0,0
A,A28,,Rod Hgr,Gravity{1},6,0,409,0,409,0.001,0,0.004,0.004,down,409,0,0
A,A28,,Rod Hgr,COLD,6,0,409,0,409,0.001,0,0.004,0.004,down,409,0,0
A,A28,,Rod Hgr,Pressure 1{1},6,0,8,0,8,0.001,0,0.004,0.004,up,8,0,0
A,A29,,Rod Hgr,Thermal 1{1},6,0,1073,0,1073,0.018,0,0.104,0.105,up,1073,0,0
A,A29,,Rod Hgr,OPERATING,6,0,827,0,827,0.019,0,0.106,0.108,up,827,0,0
A,A29,,Rod Hgr,GT1P1{1},6,0,827,0,827,0.019,0,0.106,0.108,up,827,0,0
A,A29,,Rod Hgr,GT1{1},6,0,821,0,821,0.018,0,0.105,0.107,up,821,0,0
A,A29,,Rod Hgr,COLD,6,0,253,0,253,0.001,0,0.001,0.001,down,253,0,0
A,A29,,Rod Hgr,Gravity{1},6,0,253,0,253,0.001,0,0.001,0.001,down,253,0,0
A,A29,,Rod Hgr,Pressure 1{1},6,0,7,0,7,0,0,0.001,0.001,up,7,0,0
A,A30,,Rod Hgr,OPERATING,6,0,912,0,912,0.049,0,0.261,0.266,down,912,0,0
A,A30,,Rod Hgr,GT1P1{1},6,0,912,0,912,0.049,0,0.261,0.266,down,912,0,0
A,A30,,Rod Hgr,GT1{1},6,0,908,0,908,0.049,0,0.259,0.263,down,908,0,0
A,A30,,Rod Hgr,Thermal 1{1},6,0,657,0,657,0.049,0,0.256,0.261,down,657,0,0
A,A30,,Rod Hgr,COLD,6,0,251,0,251,0.001,0,0.003,0.003,down,251,0,0
A,A30,,Rod Hgr,Gravity{1},6,0,251,0,251,0.001,0,0.003,0.003,down,251,0,0
A,A30,,Rod Hgr,Pressure 1{1},6,0,4,0,4,0,0,0.002,0.003,down,4,0,0
AB,AB03,,Rod Hgr,GT1P1{1},12,0,2456,0,2456,0.329,0,0.585,0.671,down,2456,0,0
AB,AB03,,Rod Hgr,OPERATING,12,0,2456,0,2456,0.329,0,0.585,0.671,down,2456,0,0
AB,AB03,,Rod Hgr,GT1{1},12,0,2449,0,2449,0.326,0,0.58,0.665,down,2449,0,0
AB,AB03,,Rod Hgr,Gravity{1},12,0,1941,0,1941,0.005,0,0.003,0.005,down,1941,0,0
AB,AB03,,Rod Hgr,COLD,12,0,1941,0,1941,0.005,0,0.003,0.005,down,1941,0,0
AB,AB03,,Rod Hgr,Thermal 1{1},12,0,508,0,508,0.321,0,0.577,0.661,down,508,0,0
AB,AB03,,Rod Hgr,Pressure 1{1},12,0,7,0,7,0.003,0,0.005,0.006,down,7,0,0
AB,AB05,,Rod Hgr,COLD,12,0,1735,0,1735,0.005,0,0.003,0.006,down,1735,0,0
AB,AB05,,Rod Hgr,Gravity{1},12,0,1735,0,1735,0.005,0,0.003,0.006,down,1735,0,0
AB,AB05,,Rod Hgr,GT1{1},12,0,1729,0,1729,0.198,0,0.435,0.478,down,1729,0,0
AB,AB05,,Rod Hgr,OPERATING,12,0,1717,0,1717,0.2,0,0.439,0.482,down,1717,0,0
AB,AB05,,Rod Hgr,GT1P1{1},12,0,1717,0,1717,0.2,0,0.439,0.482,down,1717,0,0
AB,AB05,,Rod Hgr,Pressure 1{1},12,0,12,0,12,0.002,0,0.004,0.004,up,12,0,100
AB,AB05,,Rod Hgr,Thermal 1{1},12,0,6,0,6,0.193,0,0.433,0.474,up,6,0,100
AB,AB15,,Rod Hgr,OPERATING,12,0,19172,0,19172,0.008,0,0.182,0.182,down,19172,0,0
AB,AB15,,Rod Hgr,GT1P1{1},12,0,19172,0,19172,0.008,0,0.182,0.182,down,19172,0,0
AB,AB15,,Rod Hgr,GT1{1},12,0,19058,0,19058,0.008,0,0.18,0.181,down,19058,0,0
AB,AB15,,Rod Hgr,Thermal 1{1},12,0,17528,0,17528,0.006,0,0.177,0.177,down,17528,0,0
AB,AB15,,Rod Hgr,COLD,12,0,1529,0,1529,0.001,0,0.003,0.003,down,1529,0,0
AB,AB15,,Rod Hgr,Gravity{1},12,0,1529,0,1529,0.001,0,0.003,0.003,down,1529,0,0
AB,AB15,,Rod Hgr,Pressure 1{1},12,0,114,0,114,0,0,0.001,0.001,down,114,0,0
AB,AB16,,Rod Hgr,Thermal 1{1},12,0,2273,0,2273,0.077,0.127,0.306,0.34,up,2273,0.127,100
AB,AB16,,Rod Hgr,Gravity{1},12,0,2273,0,2273,0.004,0,0.003,0.005,down,2273,0,0
AB,AB16,,Rod Hgr,COLD,12,0,2273,0,2273,0.004,0,0.003,0.005,down,2273,0,0
AB,AB16,,Rod Hgr,OPERATING,12,0,0,0,0,0.082,0.128,0.311,0.346,up,0,0.128,100
AB,AB16,,Rod Hgr,Pressure 1{1},12,0,0,0,0,0.001,0.002,0.003,0.003,up,0,0.002,100
AB,AB16,,Rod Hgr,GT1{1},12,0,0,0,0,0.081,0.127,0.309,0.343,up,0,0.127,100
AB,AB16,,Rod Hgr,GT1P1{1},12,0,0,0,0,0.082,0.128,0.311,0.346,up,0,0.128,100
AB,AB17,,Rod Hgr,COLD,12,0,1345,0,1345,0.001,0,0.003,0.003,down,1345,0,0
AB,AB17,,Rod Hgr,Gravity{1},12,0,1345,0,1345,0.001,0,0.003,0.003,down,1345,0,0
AB,AB17,,Rod Hgr,GT1{1},12,0,1237,0,1237,0.35,0,0.723,0.804,down,1237,0,0
AB,AB17,,Rod Hgr,GT1P1{1},12,0,1235,0,1235,0.353,0,0.729,0.81,down,1235,0,0
AB,AB17,,Rod Hgr,OPERATING,12,0,1235,0,1235,0.353,0,0.729,0.81,down,1235,0,0
AB,AB17,,Rod Hgr,Thermal 1{1},12,0,108,0,108,0.349,0,0.721,0.801,up,108,0,0
AB,AB17,,Rod Hgr,Pressure 1{1},12,0,2,0,2,0.003,0,0.006,0.007,up,2,0,0
AB,AB18,,Guide,COLD,12,8,0,17,19,0,0,0,0,down,17,0,0
AB,AB18,,Guide,GT1{1},12,34,0,1204,1204,0,0.092,0,0.092,up,1204,0,0
AB,AB18,,Guide,GT1P1{1},12,34,0,1215,1215,0,0.093,0,0.093,up,1215,0,0
AB,AB18,,Guide,OPERATING,12,34,0,1215,1215,0,0.093,0,0.093,up,1215,0,0
AB,AB18,,Guide,Pressure 1{1},12,0,0,11,11,0,0.001,0,0.001,up,11,0,0
AB,AB18,,Guide,Gravity{1},12,8,0,17,19,0,0,0,0,down,17,0,0
AB,AB18,,Guide,Thermal 1{1},12,42,0,1220,1221,0,0.092,0,0.092,up,1220,0,0
AC,AC23,,Rod Hgr,Gravity{1},6,0,552,0,552,0.003,0,0,0.003,down,552,0,0
AC,AC23,,Rod Hgr,COLD,6,0,552,0,552,0.003,0,0,0.003,down,552,0,0
AC,AC23,,Rod Hgr,GT1{1},6,0,369,0,369,0.325,0,0.549,0.638,down,369,0,0
AC,AC23,,Rod Hgr,GT1P1{1},6,0,368,0,368,0.328,0,0.554,0.644,down,368,0,0
AC,AC23,,Rod Hgr,OPERATING,6,0,368,0,368,0.328,0,0.554,0.644,down,368,0,0
AC,AC23,,Rod Hgr,Thermal 1{1},6,0,183,0,183,0.322,0,0.549,0.637,up,183,0,0
AC,AC23,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.003,0,0.005,0.005,up,0,0,0
AC,AC24,,Rod Hgr,GT1{1},6,0,545,0,545,0.364,0,0.588,0.692,down,545,0,0
AC,AC24,,Rod Hgr,GT1P1{1},6,0,544,0,544,0.367,0,0.593,0.697,down,544,0,0
AC,AC24,,Rod Hgr,OPERATING,6,0,544,0,544,0.367,0,0.593,0.697,down,544,0,0
AC,AC24,,Rod Hgr,COLD,6,0,518,0,518,0.009,0,0.005,0.01,down,518,0,0
AC,AC24,,Rod Hgr,Gravity{1},6,0,518,0,518,0.009,0,0.005,0.01,down,518,0,0
AC,AC24,,Rod Hgr,Thermal 1{1},6,0,27,0,27,0.372,0,0.593,0.7,down,27,0,0
AC,AC24,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.003,0,0.005,0.006,up,0,0,0
AC,AC25,,Rod Hgr,OPERATING,6,0,568,0,568,0.521,0,0.305,0.604,down,568,0,0
AC,AC25,,Rod Hgr,GT1P1{1},6,0,568,0,568,0.521,0,0.305,0.604,down,568,0,0
AC,AC25,,Rod Hgr,GT1{1},6,0,567,0,567,0.517,0,0.303,0.599,down,567,0,0
AC,AC25,,Rod Hgr,Gravity{1},6,0,348,0,348,0.009,0,0.003,0.009,down,348,0,0
AC,AC25,,Rod Hgr,COLD,6,0,348,0,348,0.009,0,0.003,0.009,down,348,0,0
AC,AC25,,Rod Hgr,Thermal 1{1},6,0,219,0,219,0.526,0,0.306,0.608,down,219,0,0
AC,AC25,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.004,0,0.002,0.004,down,1,0,0
AC,AC26,,Rod Hgr,COLD,6,0,261,0,261,0.009,0,0.005,0.01,down,261,0,0
AC,AC26,,Rod Hgr,Gravity{1},6,0,261,0,261,0.009,0,0.005,0.01,down,261,0,0
AC,AC26,,Rod Hgr,Thermal 1{1},6,0,175,0,175,0.449,0,0.509,0.679,up,175,0,0
AC,AC26,,Rod Hgr,GT1{1},6,0,86,0,86,0.44,0,0.504,0.67,down,86,0,0
AC,AC26,,Rod Hgr,GT1P1{1},6,0,85,0,85,0.444,0,0.508,0.675,down,85,0,0
AC,AC26,,Rod Hgr,OPERATING,6,0,85,0,85,0.444,0,0.508,0.675,down,85,0,0
AC,AC26,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.003,0,0.004,0.005,up,1,0,0
AC,AC29,,Rod Hgr,Thermal 1{1},6,0,536,0,536,0.238,0,0.094,0.256,up,536,0,0
AC,AC29,,Rod Hgr,GT1P1{1},6,0,299,0,299,0.236,0,0.094,0.254,up,299,0,0
AC,AC29,,Rod Hgr,OPERATING,6,0,299,0,299,0.236,0,0.094,0.254,up,299,0,0
AC,AC29,,Rod Hgr,GT1{1},6,0,296,0,296,0.235,0,0.093,0.252,up,296,0,0
AC,AC29,,Rod Hgr,Gravity{1},6,0,239,0,239,0.004,0,0.001,0.004,down,239,0,0
AC,AC29,,Rod Hgr,COLD,6,0,239,0,239,0.004,0,0.001,0.004,down,239,0,0
AC,AC29,,Rod Hgr,Pressure 1{1},6,0,3,0,3,0.002,0,0.001,0.002,up,3,0,0
AG,AG04,,Rod Hgr,OPERATING,3,0,86,0,86,0.016,0,0.044,0.047,down,86,0,0
AG,AG04,,Rod Hgr,GT1P1{1},3,0,86,0,86,0.016,0,0.044,0.047,down,86,0,0
AG,AG04,,Rod Hgr,GT1{1},3,0,86,0,86,0.016,0,0.044,0.047,down,86,0,0
AG,AG04,,Rod Hgr,Gravity{1},3,0,85,0,85,0,0,0,0,down,85,0,0
AG,AG04,,Rod Hgr,COLD,3,0,85,0,85,0,0,0,0,down,85,0,0
AG,AG04,,Rod Hgr,Thermal 1{1},3,0,2,0,2,0.016,0,0.044,0.046,down,2,0,0
AG,AG04,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0,0,0,0,down,0,0,0
AG,AG05,,Rod Hgr,Gravity{1},3,0,137,0,137,0.003,0,0,0.003,down,137,0,0
AG,AG05,,Rod Hgr,COLD,3,0,137,0,137,0.003,0,0,0.003,down,137,0,0
AG,AG05,,Rod Hgr,GT1{1},3,0,132,0,132,0.289,0,0.04,0.292,down,132,0,0
AG,AG05,,Rod Hgr,GT1P1{1},3,0,132,0,132,0.291,0,0.04,0.294,down,132,0,0
AG,AG05,,Rod Hgr,OPERATING,3,0,132,0,132,0.291,0,0.04,0.294,down,132,0,0
AG,AG05,,Rod Hgr,Thermal 1{1},3,0,5,0,5,0.286,0,0.04,0.289,up,5,0,0
AG,AG05,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0.002,0,0,0.002,up,0,0,0
AG,AG07,,Rod Hgr,GT1{1},3,0,145,0,145,0.457,0,0.128,0.475,down,145,0,0
AG,AG07,,Rod Hgr,GT1P1{1},3,0,145,0,145,0.46,0,0.129,0.478,down,145,0,0
AG,AG07,,Rod Hgr,OPERATING,3,0,145,0,145,0.46,0,0.129,0.478,down,145,0,0
AG,AG07,,Rod Hgr,COLD,3,0,115,0,115,0.006,0,0,0.006,down,115,0,0
AG,AG07,,Rod Hgr,Gravity{1},3,0,115,0,115,0.006,0,0,0.006,down,115,0,0
AG,AG07,,Rod Hgr,Thermal 1{1},3,0,30,0,30,0.451,0,0.129,0.469,down,30,0,0
AG,AG07,,Rod Hgr,Pressure 1{1},3,0,0,0,0,0.003,0,0,0.003,down,0,0,0
AG,AG08,,Rod Hgr,COLD,3,0,66,0,66,0.006,0,0.001,0.006,down,66,0,0
AG,AG08,,Rod Hgr,Gravity{1},3,0,66,0,66,0.006,0,0.001,0.006,down,66,0,0
AG,AG08,,Rod Hgr,Thermal 1{1},3,0,37,0,37,0.179,0,0.101,0.206,up,37,0,0
AG,AG08,,Rod Hgr,GT1{1},3,0,29,0,29,0.185,0,0.1,0.21,down,29,0,0
AG,AG08,,Rod Hgr,GT1P1{1},3,0,29,0,29,0.186,0,0.1,0.211,down,29,0,0
AG,AG08,,Rod Hgr,OPERATING,3,0,29,0,29,0.186,0,0.1,0.211,down,29,0,0
AG,AG08,,Rod Hgr,Pressure 1{1},3,0,1,0,1,0.001,0,0,0.001,up,1,0,0
AH,AH26,,Rod Hgr,OPERATING,6,0,471,0,471,0.235,0,0.046,0.239,down,471,0,0
AH,AH26,,Rod Hgr,GT1P1{1},6,0,471,0,471,0.235,0,0.046,0.239,down,471,0,0
AH,AH26,,Rod Hgr,GT1{1},6,0,470,0,470,0.233,0,0.046,0.238,down,470,0,0
AH,AH26,,Rod Hgr,Gravity{1},6,0,342,0,342,0.002,0,0,0.002,down,342,0,0
AH,AH26,,Rod Hgr,COLD,6,0,342,0,342,0.002,0,0,0.002,down,342,0,0
AH,AH26,,Rod Hgr,Thermal 1{1},6,0,128,0,128,0.232,0,0.046,0.236,down,128,0,0
AH,AH26,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.001,0,0,0.001,down,1,0,0
AH,AH27,,Rod Hgr,Thermal 1{1},6,0,1257,0,1257,0.146,0,0.055,0.156,up,1257,0,0
AH,AH27,,Rod Hgr,OPERATING,6,0,1057,0,1057,0.148,0,0.054,0.157,up,1057,0,0
AH,AH27,,Rod Hgr,GT1P1{1},6,0,1057,0,1057,0.148,0,0.054,0.157,up,1057,0,0
AH,AH27,,Rod Hgr,GT1{1},6,0,1050,0,1050,0.147,0,0.054,0.157,up,1050,0,0
AH,AH27,,Rod Hgr,COLD,6,0,208,0,208,0.001,0,0.001,0.001,down,208,0,0
AH,AH27,,Rod Hgr,Gravity{1},6,0,208,0,208,0.001,0,0.001,0.001,down,208,0,0
AH,AH27,,Rod Hgr,Pressure 1{1},6,0,7,0,7,0.001,0,0,0.001,up,7,0,0
AH,AH28,,Rod Hgr,Thermal 1{1},6,0,264,0,264,0.182,0,0.027,0.184,up,264,0,0
AH,AH28,,Rod Hgr,OPERATING,6,0,134,0,134,0.185,0,0.026,0.187,up,134,0,0
AH,AH28,,Rod Hgr,GT1P1{1},6,0,134,0,134,0.185,0,0.026,0.187,up,134,0,0
AH,AH28,,Rod Hgr,GT1{1},6,0,133,0,133,0.184,0,0.026,0.186,up,133,0,0
AH,AH28,,Rod Hgr,Gravity{1},6,0,131,0,131,0.002,0,0.001,0.002,down,131,0,0
AH,AH28,,Rod Hgr,COLD,6,0,131,0,131,0.002,0,0.001,0.002,down,131,0,0
AH,AH28,,Rod Hgr,Pressure 1{1},6,0,2,0,2,0.001,0,0,0.001,up,2,0,0
AH,AH29,,Rod Hgr,GT1{1},6,0,450,0,450,0.334,0,0.144,0.363,down,450,0,0
AH,AH29,,Rod Hgr,GT1P1{1},6,0,450,0,450,0.336,0,0.145,0.365,down,450,0,0
AH,AH29,,Rod Hgr,OPERATING,6,0,450,0,450,0.336,0,0.145,0.365,down,450,0,0
AH,AH29,,Rod Hgr,Gravity{1},6,0,400,0,400,0.002,0,0.001,0.002,down,400,0,0
AH,AH29,,Rod Hgr,COLD,6,0,400,0,400,0.002,0,0.001,0.002,down,400,0,0
AH,AH29,,Rod Hgr,Thermal 1{1},6,0,49,0,49,0.332,0,0.143,0.361,down,49,0,0
AH,AH29,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.002,0,0.001,0.002,down,0,0,0
AH,AH30,,Rod Hgr,COLD,6,0,215,0,215,0.002,0,0.001,0.002,down,215,0,0
AH,AH30,,Rod Hgr,Gravity{1},6,0,215,0,215,0.002,0,0.001,0.002,down,215,0,0
AH,AH30,,Rod Hgr,OPERATING,6,0,123,0,123,0.416,0,0.172,0.451,down,123,0,0
AH,AH30,,Rod Hgr,GT1P1{1},6,0,123,0,123,0.416,0,0.172,0.451,down,123,0,0
AH,AH30,,Rod Hgr,GT1{1},6,0,123,0,123,0.414,0,0.171,0.448,down,123,0,0
AH,AH30,,Rod Hgr,Thermal 1{1},6,0,91,0,91,0.412,0,0.17,0.446,up,91,0,0
AH,AH30,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.002,0,0.001,0.003,up,1,0,0
AH,AH31,,Rod Hgr,OPERATING,6,0,383,0,383,0.394,0,0.131,0.415,down,383,0,0
AH,AH31,,Rod Hgr,GT1{1},6,0,383,0,383,0.392,0,0.13,0.413,down,383,0,0
AH,AH31,,Rod Hgr,GT1P1{1},6,0,383,0,383,0.394,0,0.131,0.415,down,383,0,0
AH,AH31,,Rod Hgr,COLD,6,0,279,0,279,0.002,0,0.002,0.002,down,279,0,0
AH,AH31,,Rod Hgr,Gravity{1},6,0,279,0,279,0.002,0,0.002,0.002,down,279,0,0
AH,AH31,,Rod Hgr,Thermal 1{1},6,0,103,0,103,0.39,0,0.128,0.411,down,103,0,0
AH,AH31,,Rod Hgr,Pressure 1{1},6,0,1,0,1,0.002,0,0.001,0.002,down,1,0,0
AH,AH32,,Rod Hgr,Gravity{1},6,0,364,0,364,0.001,0,0.002,0.002,down,364,0,0
AH,AH32,,Rod Hgr,COLD,6,0,364,0,364,0.001,0,0.002,0.002,down,364,0,0
AH,AH32,,Rod Hgr,GT1{1},6,0,319,0,319,0.191,0,0.043,0.196,down,319,0,0
AH,AH32,,Rod Hgr,GT1P1{1},6,0,319,0,319,0.192,0,0.043,0.197,down,319,0,0
AH,AH32,,Rod Hgr,OPERATING,6,0,319,0,319,0.192,0,0.043,0.197,down,319,0,0
AH,AH32,,Rod Hgr,Thermal 1{1},6,0,44,0,44,0.191,0,0.041,0.195,up,44,0,0
AH,AH32,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0,0.001,up,0,0,0
AH,AH33,,Rod Hgr,GT1{1},6,0,367,0,367,0.045,0,0.044,0.062,down,367,0,0
AH,AH33,,Rod Hgr,GT1P1{1},6,0,367,0,367,0.045,0,0.044,0.063,down,367,0,0
AH,AH33,,Rod Hgr,OPERATING,6,0,367,0,367,0.045,0,0.044,0.063,down,367,0,0
AH,AH33,,Rod Hgr,COLD,6,0,357,0,357,0.001,0,0.002,0.002,down,357,0,0
AH,AH33,,Rod Hgr,Gravity{1},6,0,357,0,357,0.001,0,0.002,0.002,down,357,0,0
AH,AH33,,Rod Hgr,Thermal 1{1},6,0,10,0,10,0.044,0,0.045,0.063,down,10,0,0
AH,AH33,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0,0,0,0,down,0,0,0
AH,AH34,,Rod Hgr,OPERATING,6,0,320,0,320,0.253,0,0.131,0.285,down,320,0,0
AH,AH34,,Rod Hgr,GT1P1{1},6,0,320,0,320,0.253,0,0.131,0.285,down,320,0,0
AH,AH34,,Rod Hgr,GT1{1},6,0,320,0,320,0.252,0,0.13,0.284,down,320,0,0
AH,AH34,,Rod Hgr,COLD,6,0,308,0,308,0.002,0,0.002,0.002,down,308,0,0
AH,AH34,,Rod Hgr,Gravity{1},6,0,308,0,308,0.002,0,0.002,0.002,down,308,0,0
AH,AH34,,Rod Hgr,Thermal 1{1},6,0,12,0,12,0.25,0,0.132,0.283,down,12,0,0
AH,AH34,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0.001,0.002,down,0,0,0
AH,AH35,,Rod Hgr,COLD,6,0,235,0,235,0.002,0,0.002,0.003,down,235,0,0
AH,AH35,,Rod Hgr,Gravity{1},6,0,235,0,235,0.002,0,0.002,0.003,down,235,0,0
AH,AH35,,Rod Hgr,OPERATING,6,0,220,0,220,0.326,0,0.187,0.376,down,220,0,0
AH,AH35,,Rod Hgr,GT1{1},6,0,220,0,220,0.324,0,0.186,0.374,down,220,0,0
AH,AH35,,Rod Hgr,GT1P1{1},6,0,220,0,220,0.326,0,0.187,0.376,down,220,0,0
AH,AH35,,Rod Hgr,Thermal 1{1},6,0,15,0,15,0.322,0,0.188,0.373,up,15,0,0
AH,AH35,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.002,0,0.001,0.002,up,0,0,0
AH,AH36,,Rod Hgr,OPERATING,6,0,491,0,491,0.007,0,0.068,0.069,down,491,0,0
AH,AH36,,Rod Hgr,GT1P1{1},6,0,491,0,491,0.007,0,0.068,0.069,down,491,0,0
AH,AH36,,Rod Hgr,GT1{1},6,0,491,0,491,0.007,0,0.068,0.068,down,491,0,0
AH,AH36,,Rod Hgr,Gravity{1},6,0,434,0,434,0.001,0,0.004,0.004,down,434,0,0
AH,AH36,,Rod Hgr,COLD,6,0,434,0,434,0.001,0,0.004,0.004,down,434,0,0
AH,AH36,,Rod Hgr,Thermal 1{1},6,0,57,0,57,0.006,0,0.064,0.064,down,57,0,0
AH,AH36,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0,0,0,0,down,0,0,0
AH,AH37,,Rod Hgr,Gravity{1},6,0,369,0,369,0.002,0,0.002,0.003,down,369,0,0
AH,AH37,,Rod Hgr,COLD,6,0,369,0,369,0.002,0,0.002,0.003,down,369,0,0
AH,AH37,,Rod Hgr,GT1{1},6,0,364,0,364,0.24,0,0.149,0.282,down,364,0,0
AH,AH37,,Rod Hgr,OPERATING,6,0,363,0,363,0.241,0,0.15,0.284,down,363,0,0
AH,AH37,,Rod Hgr,GT1P1{1},6,0,363,0,363,0.241,0,0.15,0.284,down,363,0,0
AH,AH37,,Rod Hgr,Thermal 1{1},6,0,6,0,6,0.238,0,0.151,0.282,up,6,0,0
